County,Legal Name,Trade Name,Postal Code,Country,Account Code,License Type,Expiration Date,Address & Lat/Long
DAUPHIN,101 DISTRIBUTORS LLC,101 DISTRIBUTORS LLC,17111-1063,USA,22**8555,OTP Wholesaler,02/29/2024,"2771 PAXTON ST
HARRISBURG, PA 17111-1063
(40.25575, -76.84235)"
NORTHAMPTON,TYAG VATSAL LLC,BATH MINI MARKET,18014-9567,USA,48**8849,Cigarette/OTP Retail,02/28/2023,"6007 W MAIN BLVD
BATH, PA 18014-9567
(40.73372, -75.41786)"
ALLEGHENY,GRAB N GO LLC,GRAB N GO STORE,15102-3148,USA,02**1325,Cigarette/OTP Retail,02/29/2024,"1010 CLIFTON RD
BETHEL PARK, PA 15102-3148
(40.29793, -80.04578)"
ALLEGHENY,VIRGILI BEER DIST INC,VIRGILI BEER DIST. INC.,15102-3808,USA,02**1888,Cigarette Retail,02/29/2024,"2834 S PARK RD
BETHEL PARK, PA 15102-3808
(40.32802, -80.03746)"
ALLEGHENY,GUJJAR JATT LLC,GUJJAR JATT LLC,15025-1436,USA,02**1942,Cigarette/OTP Retail,02/29/2024,"601 SAINT CLAIR AVE
CLAIRTON, PA 15025-1436
(40.29334, -79.88757)"
LEHIGH,CAPL RETAIL LLC,JOE'S KWIK MARTS #1047,18052-7004,USA,39**1162,Cigarette/OTP Retail,02/29/2024,"1110 MACARTHUR RD
WHITEHALL, PA 18052-7004
(40.62007, -75.48015)"
LACKAWANNA,SHREE KHODIYAR MAA LLC,CONVENIENT FOOD MART #3001,18509-1019,USA,35**0855,Cigarette/OTP Retail,02/29/2024,"2500 BOULEVARD AVE
SCRANTON, PA 18509-1019
(41.43793, -75.64033)"
LUZERNE,DOMMES LLC,REHOSKIS MARKET,18642-1408,USA,40**0362,Cigarette Retail,02/29/2024,"201 FOOTE AVE
DURYEA, PA 18642-1408
(41.34255, -75.76171)"
PHILADELPHIA,KAABA MARKET LLC,KAABA MARKET,19114-2205,USA,51**5148,Cigarette/OTP Retail,02/29/2024,"9257 ROOSEVELT BLVD
PHILADELPHIA, PA 19114-2205
(40.07729, -75.03176)"
UNKNOWN/OUT OF STATE,TH MINIT MARKETS LLC,TH MINIT MARKETS LLC,01581-1032,USA,99**8106,OTP Wholesaler,02/28/2023,"165 FLANDERS RD
WESTBOROUGH, MA 01581-1032
(42.27625, -71.56317)"
PHILADELPHIA,FUXION INC,1021 ARCH ST,19107-2307,USA,51**7021,Cigarette/OTP Retail,02/29/2024,"1021 ARCH ST
PHILADELPHIA, PA 19107-2307
(39.95367, -75.15725)"
ALLEGHENY,FRANKLIN SQUARE LP,KUHNS MARKET,15127,USA,02**2294,Cigarette/OTP Retail,02/28/2023,"745 WEST INGOMAR ROAD
INGOMAR, PA 15127"
PHILADELPHIA,TILVAWALA INC,AKOOS NEWSTAND,19102,USA,51**4640,Cigarette Retail,02/28/2023,"!6 TH & RANSTEAD STREET
PHILADELPHIA, PA 19102"
BLAIR,ANKNEY II RAYMOND,BELLWOOD U V H A,16617,USA,11**8132,Cigarette Vending,02/28/2023,"MAIN STREET
BELLWOOD, PA 16617"
LUZERNE,WEIS MARKETS INC,WEIS MARKETS INC #74,18612,USA,70**3064,Cigarette/OTP Retail,02/28/2023,"ROUTE 415
DALLAS, PA 18612"
LEBANON,D E RICHARD GARAGE INC,D E RICHARD GARAGE INC,17026,USA,38**8052,Cigarette/OTP Retail,02/28/2023,"SPEEDWAY DRIVE
FREDERICKSBURG, PA 17026"
BERKS,WEIS MARKETS INC,WEIS MARKETS #184,19547-8718,USA,70**3132,Cigarette/OTP Retail,02/28/2023,"61 KINGS PLZ
OLEY, PA 19547-8718"
BRADFORD,TOPS MARKETS LLC,TOP MARKETS STORE #680,18848,USA,70**9008,Cigarette/OTP Retail,02/28/2023,"RR BOX 6035
TOWANDA, PA 18848"
BERKS,SHRI FOOD MART LLC,SHRI FOOD MART LLC,19601,USA,06**5736,Cigarette/OTP Retail,02/28/2023,"1701 CENTER AVENUE
READING, PA 19601"
MONROE,PRW BEVERAGE LLC,PRW BEVERAGE LLC,18610,USA,45**3439,Cigarette Retail,02/28/2023,"1466 PA-940
BLAKESLEE, PA 18610"
ADAMS,7-ELEVEN INC,A PLUS #40450H,17325-6958,USA,01**5162,Cigarette/OTP Retail,02/28/2023,"12 DEATRICK DR
GETTYSBURG, PA 17325-6958
(39.82559, -77.25547)"
LACKAWANNA,SHREE GANESHA 428 LLC,SHREE GANESHA 428 LLC,18503-1821,USA,35**5513,Cigarette/OTP Retail,02/28/2023,"428 BIDEN ST
SCRANTON, PA 18503-1821"
WESTMORELAND,CECCHETTI BROS INC,CLARIDGE VFD,15623,USA,65**1705,Cigarette Vending,02/28/2023,"PO BOX 336
CLARIDGE, PA 15623"
ALLEGHENY,BIG DOG VENDING INC,BIG DOG VENDING INC,15227-0441,USA,02**2157,Cigarette Wholesaler,02/28/2023,"PO BOX 98041
PITTSBURGH, PA 15227-0441"
ALLEGHENY,BAR 48 LLC,BAR 48,15037-2549,USA,02**7180,OTP Vending,02/28/2023,"101 SIMPSON HOWELL RD
ELIZABETH, PA 15037-2549
(40.27255, -79.83717)"
ALLEGHENY,SHOP N GO DELI,SHOP N GO DELI,15088-0706,USA,02**4753,Cigarette/OTP Retail,02/28/2023,"RR 837
W ELIZABETH, PA 15088-0706"
ELK,WILCOX LEGION CLUB,WILCOX LEGION CLUB,15870,USA,24**5902,Cigarette/OTP Retail,02/28/2023,"CLARION ST
WILCOX, PA 15870"
PHILADELPHIA,C & N NEWSTAND,C & N NEWSSTAND,19103,USA,51**0477,Cigarette/OTP Retail,02/28/2023,"15TH & ARCH ST NW CORNER
PHILADELPHIA, PA 19103"
BEAVER,GIANT EAGLE INC,GIANT EAGLE 62,15074-2227,USA,70**3117,Cigarette/OTP Retail,02/28/2023,"111 W MADISON ST
ROCHESTER, PA 15074-2227
(40.70136, -80.28776)"
NORTHUMBERLAND,DOLGENCORP LLC,DOLLAR GENERAL STORE #8375,17866-4199,USA,49**6342,Cigarette/OTP Retail,02/28/2023,"61 ANTHRA ROAD
COAL TOWNSHIP, PA 17866-4199"
DELAWARE,WAWA INC.,WAWA #8125,18901,USA,23**2701,Cigarette/OTP Retail,02/28/2023,"EASTON ROAD
DOYLESTOWN, PA 18901"
ALLEGHENY,MEDCBD412 LLC,MEDCBD412 LLC,15090-8779,USA,02**4641,Cigarette/OTP Retail,02/28/2023,"11566 PERRY HWY
WEXFORD, PA 15090-8779
(40.62622, -80.05448)"
FOREST,ZANOT JOHN D,LUCKYS TAVERN,16239,USA,16**0807,Cigarette Vending,02/28/2023,"RT 66
MARIONVILLE, PA 16239"
SULLIVAN,DUSHORE BEVERAGE,DUSHORE BEVERAGE,18614-0249,USA,57**7343,Cigarette Retail,02/28/2023,"PO BOX 249
DUSHORE, PA 18614-0249"
CLARION,ZANOT JOHN D,SPORTSMENS PARADISE,16233,USA,16**0807,Cigarette Vending,02/28/2023,"RT 66
LEEPER, PA 16233"
WESTMORELAND,GIANT EAGLE INC,GIANT EAGLE 81,15601,USA,70**3093,Cigarette/OTP Retail,02/28/2023,"EAST GATE PLAZA
GREENSBURG, PA 15601"
DELAWARE,WAWA INC.,WAWA INC #212,19084,USA,70**2177,Cigarette/OTP Retail,02/28/2023,"GARRETT AVE & BURMONT RD
UPPER DARBY, PA 19084"
DELAWARE,RITE AID OF PENNSYLVANIA LLC,RITE AID 790,19083,USA,70**8099,Cigarette/OTP Retail,02/28/2023,"MANOA SHOP CTR
HAVERTOWN, PA 19083"
VENANGO,SANDY LAKE EXPRESS INC,ANCHORS AWAY,16372,USA,61**1948,Cigarette/OTP Retail,02/28/2023,"4046 STATE ROUTE 308
CLINTON VILLE, PA 16372"
LACKAWANNA,HUGO VENDING,JO JOS AT THE DONKEY,18509,USA,35**7799,Cigarette Vending,02/28/2023,"GRACE STREET
SCRANTON, PA 18509"
SCHUYLKILL,DEIBLER HANS,THE GARAGE,17980,USA,54**8232,Cigarette Vending,02/28/2023,"341 US-209
TOWER CITY, PA 17980"
LUZERNE,SUPERIOR AMUSEMENTS & VENDING INC,APPLE TREE,18643,USA,40**9640,Cigarette Vending,02/28/2023,"RR 92
EXETER, PA 18643"
POTTER,INGALLS MICHAEL F,BIG MIKES,16720-0052,USA,53**6451,Cigarette/OTP Retail,02/28/2023,"MAIN STREET
AUSTIN, PA 16720-0052"
ARMSTRONG,ZANOT JOHN D,PARKER HOUSE,16049,USA,16**0807,Cigarette Vending,02/28/2023,"MAIN STREET
PARKER, PA 16049"
ALLEGHENY,ACME VENDING INC,CHUCKS TAVERN,15126,USA,02**7734,Cigarette Vending,02/28/2023,"RR 30
IMPERIAL, PA 15126"
PHILADELPHIA,WAWA INC.,WAWA,19102,USA,51**3349,Cigarette Retail,02/28/2023,"16TH ST & CHESTNUT ST
PHILADELPHIA, PA 19102"
VENANGO,ZANOT JOHN D,DOUBLE PLAY,16301,USA,16**0807,Cigarette Vending,02/28/2023,"MAIN STREET
OIL CITY, PA 16301"
PHILADELPHIA,VALUE DISCOUNT 1 INC,VALUE DISCOUNT 1 INC,19134,USA,51**7472,Cigarette/OTP Retail,02/28/2023,"ARAMINGO AND CASTOR AVE
PHILADELPHIA, PA 19134"
PHILADELPHIA,HG PHL RETAILERS JV,EVOLVE BY HUDSON,19153,USA,23**3455,Cigarette Retail,02/28/2023,"800 ESSINGTON AVE
PHILADELPHIA, PA 19153"
WASHINGTON,CANONSBURG AMUSEMENT COMPANY,HUNGRY JOSES,15301,USA,63**7700,Cigarette Vending,02/28/2023,"SOUTH MAIN STREET
WASHINGTON, PA 15301"
BUTLER,SMOKE SHOPPE LLC,SMOKE SHOPPE LLC,16056,USA,10**2931,Cigarette/OTP Retail,02/28/2023,"PO BOX 144
SAXONBURG, PA 16056"
BERKS,VS BEVERAGES LLC,VS BEVERAGES LLC,19601-1311,USA,06**5725,OTP Retail,02/28/2023,"1434 SCHUYLKILL AVE
READING, PA 19601-1311
(40.357, -75.94969)"
MONROE,ORION FUEL LLC,ORION FUEL LLC,18370-0568,USA,45**4142,Cigarette/OTP Retail,02/28/2023,"PO BOX 568
SWIFTWATER, PA 18370-0568"
MIFFLIN,MCVEYTOWN MARKET LLC,MCVEYTOWN MARKET,17051-9801,USA,44**5118,Cigarette Retail,02/28/2023,"5 E JOHN ST
MC VEYTOWN, PA 17051-9801"
UNKNOWN/OUT OF STATE,PETER STOKKBYE TOBAKSFABRIK ALS,PETER STOKKEBYE TOBAKSFABRIK ALS,5610,DEN,99**0164,OTP Manufacturer,02/28/2023,"TOBAKSVEJ 1
ASSENS 5610"
DELAWARE,FSR VENDING INC,LITTLE CLUB,19083,USA,23**4436,Cigarette Vending,02/28/2023,"COUNTY LINE ROAD
HAVERTOWN, PA 19083"
GREENE,NEWELL DONALD E,EAGLES,15370,USA,26**6910,Cigarette Vending,02/28/2023,"RT 21
WAYNESBURG, PA 15370"
BEAVER,WALMART STORES EAST LP,SUPERCENTER 1883,15061,USA,70**8017,Cigarette/OTP Retail,02/28/2023,"PA RT 18
MONACA, PA 15061"
CLARION,DOLGENCORP LLC,DOLLAR GENERAL STORE #19633,16242,USA,01**7847,Cigarette Retail,02/28/2023,"3245 STATE ROUTE 28/66
NEW BETHLEHEM, PA 16242"
ERIE,AL DAFAAI KARAR,STOP N GO 2,16503-1114,USA,25**3805,Cigarette Retail,02/28/2023,"732 PARADE ST
ERIE, PA 16503-1114
(42.13077, -80.07543)"
SCHUYLKILL,ISHA HIMANI LLC,ISHA HIMANI LLC,17935-1719,USA,54**7449,OTP Retail,02/28/2023,"140 W MAIN ST
GIRARDVILLE, PA 17935-1719
(40.79139, -76.28743)"
ALLEGHENY,HARTMAN MUSIC INC,COAL MINE,15234,USA,02**7708,Cigarette Vending,02/28/2023,"RR 88
CASTLE SHANNON, PA 15234"
BEDFORD,SAC INC,S A C INC,15522-7745,USA,05**2752,Cigarette Wholesaler,02/28/2023,"4588 BUSINESS 220
BEDFORD, PA 15522-7745
(40.05962, -78.51122)"
BERKS,UNTERKOFLER LORETTA E,CANDY LADY,19541-8634,USA,06**2327,OTP Retail,02/28/2023,"219 AQUA DR
MOHRSVILLE, PA 19541-8634"
SCHUYLKILL,KOSTICK JEAN ANN,JEAN'S,17976,USA,54**2387,OTP Retail,02/28/2023,"18 E CENTER ST
SHENANDOAH, PA 17976"
LACKAWANNA,HUGO VENDING,NORMANDI BAR,18505,USA,35**7799,Cigarette Vending,02/28/2023,"CAPOUSE AVENUE
SCRANTON, PA 18505"
ARMSTRONG,ZANOT JOHN D,PARKER VFW POST,16049,USA,16**0807,Cigarette Vending,02/28/2023,"MAIN STREET
PARKER, PA 16049"
JUNIATA,NITTANY OIL COMPANY INC,MIFFLINTOWN MINIT MART #338,17059,USA,70**6010,Cigarette/OTP Retail,02/28/2023,"RTE 4 OLD RTE 22
MIFFLINTOWN, PA 17059"
FRANKLIN,ULINKAV LLC,VAST VAPOR,17263-7014,USA,99**7872,OTP Wholesaler,02/28/2023,"146 EAST AVE
STATE LINE, PA 17263-7014"
CUMBERLAND,4035 K2 LLC,SIERRA MADRE,17011-4231,USA,21**0834,Cigarette Retail,02/28/2023,"4035 MARKET ST
CAMP HILL, PA 17011-4231
(40.23782, -76.95174)"
CLARION,ZANOT JOHN D,WOODLANDS TAVERN,16242,USA,16**0807,Cigarette Vending,02/28/2023,"RT 28
NEW BETHLEHEM, PA 16242"
ALLEGHENY,BELMONT AMUSEMENT COMPANY INC,MT ROYAL,15223,USA,02**7694,Cigarette Vending,02/28/2023,"MT ROYAL BLVD
ETNA, PA 15223"
PIKE,DOUBLE M VENDING,THE GRILL,18458,USA,00**3187,Cigarette Vending,02/28/2023,"1012
MATAMORAS, PA 18458"
ALLEGHENY,PETERS JOSEPH C,FAN CLUB,15148,USA,65**7908,Cigarette Vending,02/28/2023,"BOX
WILMERDING, PA 15148"
ALLEGHENY,GIANT EAGLE INC,GIANT EAGLE 37,15056,USA,70**3045,Cigarette/OTP Retail,02/28/2023,"QUAKER VILLAGE S/C
LEETSDALE, PA 15056"
ERIE,UNITED REFINING COMPANY OF PENNSYLVANIA,UNITED REFINING CO OF PENNSYLVANIA,16508-1201,USA,70**5104,Cigarette/OTP Retail,02/28/2023,"KWIK FILL M185
ERIE, PA 16508-1201"
VENANGO,ZANOT JOHN D,THE NICKEL,16301,USA,16**0807,Cigarette Vending,02/28/2023,"DUNCOMB STREET
OIL CITY, PA 16301"
MONTGOMERY,JJ BEAR LLC,JJ BEER LLC,19038-3901,USA,46**6534,Cigarette Retail,02/28/2023,"240 S EASTON RD
GLENSIDE, PA 19038-3901
(40.09739, -75.15668)"
CAMBRIA,DOLGENCORP LLC,DOLLAR GENERAL STORE #2062,15714-1632,USA,11**6026,Cigarette/OTP Retail,02/28/2023,"608 PHILADELPHIA AVE
NORTHERN CAMBRIA, PA 15714-1632
(40.6607, -78.77655)"
PHILADELPHIA,MATOZZO ANTHONY,TONYS FOOD MARKET,19148-4413,USA,51**8883,Cigarette Retail,02/28/2023,"2655 S JESSUP ST
PHILADELPHIA, PA 19148-4413
(39.91638, -75.16659)"
MONTGOMERY,EASTON WIRELESS & SMOKE SHOP INC,EASTON WIRELESS & SMOKE SHOP INC,19001-2439,USA,46**6549,Cigarette Retail,02/28/2023,"1165 EASTON RD
ABINGTON, PA 19001-2439
(40.1239, -75.13285)"
PHILADELPHIA,JORDY Y JORDALIS GROCERY INC,JORDY Y JORDALIS GROCERY INC,19134-4445,USA,51**7691,Cigarette/OTP Retail,02/28/2023,"2362 E CLEARFIELD ST
PHILADELPHIA, PA 19134-4445
(39.98687, -75.10845)"
BRADFORD,DANDY MINI MARTS INC,DANDY MINI MART #18,18840-2005,USA,70**1012,Cigarette/OTP Retail,02/28/2023,"121 S ELMER AVE
SAYRE, PA 18840-2005
(41.98126, -76.51678)"
BERKS,KUTZTOWN ROD & GUN CLUB INC,KUTZTOWN ROD & GUN CLUB INC,19530-0067,USA,06**8117,Cigarette/OTP Retail,02/28/2023,"PO BOX 67
KUTZTOWN, PA 19530-0067"
MONTGOMERY,LOCAL VAPOR AMBLER INC,LOCAL VAPOR AMBLER INC,19002-5709,USA,46**7944,OTP Retail,02/28/2023,"5 N MAIN ST
AMBLER, PA 19002-5709
(40.15399, -75.22406)"
MERCER,SAWAN AYAH M,MBT WHOLESALE,16146-3412,USA,43**8530,OTP Wholesaler,02/28/2023,"324 INDEPENDENCE CT
SHARON, PA 16146-3412
(41.23753, -80.49444)"
PHILADELPHIA,TECCE ANTONIO,TONYS MARKET,19148-4018,USA,51**8723,Cigarette Retail,02/28/2023,"153 W PORTER ST
PHILADELPHIA, PA 19148-4018
(39.91683, -75.15085)"
PHILADELPHIA,ZHANG JOHN,LUCKY GARDEN RESTAURANT,19140-2902,USA,51**6768,Cigarette Retail,02/28/2023,"4215 GERMANTOWN AVE
PHILADELPHIA, PA 19140-2902
(40.0184, -75.15524)"
CRAWFORD,UNITED REFINING COMPANY OF PENNSYLVANIA,UNITED REFINING CO OF PENNSYLVANIA,16354-1907,USA,70**5247,Cigarette/OTP Retail,02/28/2023,"SMOKERS OUTLET MO374
TITUSVILLE, PA 16354-1907"
YORK,SOUTH HANOVER VAPES INC,SOUTH HANOVER VAPES INC,17331-8248,USA,67**2891,OTP Retail,02/28/2023,"1446 BALTIMORE ST
HANOVER, PA 17331-8248
(39.77056, -76.96062)"
MIFFLIN,M QUICKSTOP LLC,M QUICKSTOP,17063-8505,USA,44**9112,Cigarette/OTP Retail,02/28/2023,"3 CENTER ST
MILROY, PA 17063-8505
(40.71182, -77.58247)"
MERCER,FAMILY DOLLAR STORES OF PA LLC,FAMILY DOLLAR #27500,16154-1852,USA,43**4098,Cigarette/OTP Retail,02/28/2023,"3676 N HERMITAGE RD
TRANSFER, PA 16154-1852
(41.33177, -80.41331)"
ALLEGHENY,SHREEJI IMPEX INC,WILLIAM PENN SMOKE SHOP,15206-3022,USA,02**3240,Cigarette/OTP Retail,02/28/2023,"132 N HIGHLAND AVE
PITTSBURGH, PA 15206-3022
(40.46233, -79.92443)"
BRADFORD,AA UNLIMITED LLC,A&A COUNTRY MARKET,17724-7537,USA,08**5382,OTP Retail,02/28/2023,"9076 ROUTE 414
CANTON, PA 17724-7537
(41.6701, -76.72595)"
CENTRE,REES RAY B,SNOW SHOE SANDWICH SHOP,16874,USA,14**1191,Cigarette/OTP Retail,02/28/2023,"505 E SYCAMORE RD
SNOW SHOE, PA 16874
(41.02689, -77.93612)"
CUMBERLAND,AVNEET STORES LLC,AVNEET STORES LLC,17055-6514,USA,21**1888,Cigarette/OTP Retail,02/28/2023,"417 E MAIN ST
MECHANICSBURG, PA 17055-6514
(40.21541, -77.00012)"
NORTHUMBERLAND,ZIGS DISTRIBUTOR INC,ZIG S DISTRIBUTOR,17801-3110,USA,49**4888,Cigarette Retail,02/28/2023,"312 WALNUT ST
SUNBURY, PA 17801-3110
(40.85748, -76.79468)"
COLUMBIA,WEIS MARKETS INC,WEIS MARKETS INC #8,18603-2234,USA,70**3006,Cigarette/OTP Retail,02/28/2023,"1205 CHESTNUT ST
BERWICK, PA 18603-2234
(41.06387, -76.23641)"
BEAVER,WALMART STORES EAST LP,SUPERCENTER 3223,15010-1204,USA,70**8094,Cigarette/OTP Retail,02/28/2023,"100 CHIPPEWA TOWN CTR
BEAVER FALLS, PA 15010-1204
(40.7783, -80.38447)"
BUCKS,YGROUP CORPORATION,7-ELEVEN STORE #11341A,19007-2508,USA,09**4694,Cigarette/OTP Retail,02/28/2023,"811 VETERANS HWY
BRISTOL, PA 19007-2508
(40.10577, -74.87688)"
BEAVER,EQUALITY 1 LLC,BEAVER,15010-4001,USA,04**2739,Cigarette Retail,02/28/2023,"1814 7TH AVE
BEAVER FALLS, PA 15010-4001
(40.7588, -80.31937)"
WASHINGTON,SHEETZ INC,SHEETZ #670,15417-9699,USA,26**0006,Cigarette/OTP Retail,02/28/2023,"1105 GRINDSTONE RD
BROWNSVILLE, PA 15417-9699"
CENTRE,BALD EAGLE FUEL & TIRE INC,SNAPPY S #7,16801-6536,USA,14**7856,Cigarette/OTP Retail,02/28/2023,"535 UNIVERSITY DR
STATE COLLEGE, PA 16801-6536
(40.79941, -77.8482)"
LANCASTER,SHEETZ INC,SHEETZ INC 269,17522-9550,USA,70**7203,Cigarette/OTP Retail,02/28/2023,"4179 OREGON PIKE
EPHRATA, PA 17522-9550
(40.13126, -76.21786)"
ELK,BENNETTS VALLEY PHARMACY INC,BENNETTS VALLEY PHARMACY,15868,USA,24**8892,Cigarette/OTP Retail,02/28/2023,"18496 BENNETS VALLEY HIGHTWAY
WEEDVILLE, PA 15868
(41.26835, -78.49686)"
LAWRENCE,DOLGENCORP LLC,DOLLAR GENERAL #18023,16116-1326,USA,25**4683,OTP Retail,02/28/2023,"4110 W STATE ST
EDINBURG, PA 16116-1326
(41.00735, -80.46343)"
ERIE,DOLGENCORP LLC,DOLLAR GENERAL STORE #23409,16427,USA,25**6447,Cigarette/OTP Retail,02/28/2023,"2050 W CENTER STREET
MILL VILLAGE, PA 16427
(41.87657, -79.97552)"
PHILADELPHIA,DOLGENCORP LLC,DOLLAR GENERAL STORE #9185,19111-2700,USA,51**6189,Cigarette/OTP Retail,02/28/2023,"7770 DUNGAN RD
PHILADELPHIA, PA 19111-2700
(40.06578, -75.07146)"
LUZERNE,F Y F GROCERY CORP,F Y F GROCERY CORP,18201-7093,USA,40**3024,OTP Retail,02/28/2023,"172 S WYOMING ST
HAZLETON, PA 18201-7093
(40.9497, -75.97615)"
MONTGOMERY,ONE STAR FUEL LLC,HORSHAM,19090-1014,USA,46**4324,Cigarette Retail,02/28/2023,"2800 EASTON RD
WILLOW GROVE, PA 19090-1014
(40.17071, -75.1274)"
FAYETTE,JAMES VENDING INC,WHARTON ROD & GUN,15440,USA,26**6544,Cigarette Vending,02/28/2023,"RD 1
GIBBON GLAD, PA 15440"
