County,Legal Name,Trade Name,Postal Code,Country,Account Code,License Type,Expiration Date,Address & Lat/Long
PHILADELPHIA,GRANDBLACKCIGARS&CO,GRANDBLACKCIGARS&CO,19138-2002,USA,51**6237,OTP Retail,02/29/2024,"6970 CEDAR PARK AVE
PHILADELPHIA, PA 19138-2002
(40.06038, -75.15286)"
PHILADELPHIA,REGALADO DELI GROCERY INC,REGALADO DELI GROCERY INC,19139-3932,USA,51**3188,Cigarette/OTP Retail,02/29/2024,"5503 SPRUCE ST
PHILADELPHIA, PA 19139-3932
(39.95535, -75.23214)"
DELAWARE,SUNMEET BEVERAGE LLC,SUNMEET BEVERAGE LLC,19082-1761,USA,23**7222,OTP Retail,02/29/2024,"7001 W CHESTER PIKE
UPPER DARBY, PA 19082-1761
(39.9621, -75.26197)"
PHILADELPHIA,GIL GROCERY II INC,GIL GROCERY II INC,19146-4657,USA,51**0017,Cigarette/OTP Retail,02/28/2025,"1426 S 19TH STREET
PHILADELPHIA, PA 19146-4657
(39.933262011, -75.176137991)"
LAWRENCE,MEDURE AMUSEMENTS INC,FRIENDS BAR AND GRILL,16101-4246,USA,37**0071,Cigarette Vending,02/28/2025,"1061 BUTLER AVE
NEW CASTLE, PA 16101-4246
(40.992361997, -80.323723983)"
LAWRENCE,UTSAV FOOD INC,UTSAV FOOD INC,16101-8448,USA,37**0070,Cigarette/OTP Retail,02/29/2024,"3384 PERRY HWY
NEW CASTLE, PA 16101-8448
(41.02282, -80.18663)"
BUCKS,CAPL RETAIL LLC,JOE'S KWIK MARTS #1048,18944-4184,USA,09**5802,Cigarette/OTP Retail,02/29/2024,"515 DUBLIN PIKE
PERKASIE, PA 18944-4184
(40.40469, -75.25568)"
DELAWARE,SUNMEET BEVERAGE LLC,SUNMEET BEVERAGE LLC,19082-1761,USA,23**7109,Cigarette Retail,02/29/2024,"7001 W CHESTER PIKE
UPPER DARBY, PA 19082-1761
(39.9621, -75.26197)"
DAUPHIN,101 DISTRIBUTORS LLC,101 DISTRIBUTORS LLC,17111-1063,USA,22**8555,OTP Wholesaler,02/29/2024,"2771 PAXTON ST
HARRISBURG, PA 17111-1063
(40.25575, -76.84235)"
ALLEGHENY,GRAB N GO LLC,GRAB N GO STORE,15102-3148,USA,02**1325,Cigarette/OTP Retail,02/29/2024,"1010 CLIFTON RD
BETHEL PARK, PA 15102-3148
(40.29793, -80.04578)"
ALLEGHENY,PATTON MICHAEL P,PRIMA ROMA RESTAURANT,15024-9441,USA,02**5102,Cigarette Vending,02/29/2024,"928 ROUTE 910
CHESWICK, PA 15024-9441
(40.581036988, -79.866223028)"
ALLEGHENY,GUJJAR JATT LLC,GUJJAR JATT LLC,15025-1436,USA,02**1942,Cigarette/OTP Retail,02/29/2024,"601 SAINT CLAIR AVE
CLAIRTON, PA 15025-1436
(40.29334, -79.88757)"
COLUMBIA,MELODY AARYA LLC,MILLVILLE SUNOCO,17846-9087,USA,19**4955,Cigarette/OTP Retail,02/28/2025,"11 N STATE ST
MILLVILLE, PA 17846-9087
(41.120588581, -76.530420867)"
LEHIGH,CAPL RETAIL LLC,JOE'S KWIK MARTS #1047,18052-7004,USA,39**1162,Cigarette/OTP Retail,02/29/2024,"1110 MACARTHUR RD
WHITEHALL, PA 18052-7004
(40.62007, -75.48015)"
ALLEGHENY,PATTON MICHAEL P,CORLISS WAR VETS,15204-2426,USA,02**5102,Cigarette Vending,02/29/2024,"2806 STRAKA ST
PITTSBURGH, PA 15204-2426
(40.452444009, -80.054688025)"
LUZERNE,DOMMES LLC,REHOSKIS MARKET,18642-1408,USA,40**0362,Cigarette Retail,02/29/2024,"201 FOOTE AVE
DURYEA, PA 18642-1408
(41.34255, -75.76171)"
PHILADELPHIA,KAABA MARKET LLC,KAABA MARKET,19114-2205,USA,51**5148,Cigarette/OTP Retail,02/29/2024,"9257 ROOSEVELT BLVD
PHILADELPHIA, PA 19114-2205
(40.07729, -75.03176)"
MONTGOMERY,TOBACCO CONVENIENCE LLC,TOBACCO CONVENIENCE LLC,19446-2974,USA,46**0047,Cigarette/OTP Retail,02/28/2025,"610 E MAIN ST
LANSDALE, PA 19446-2974
(40.234084137, -75.271259983)"
PHILADELPHIA,LIN SHENG HUI,BUSINESS,19143-6113,USA,51**0013,Cigarette Retail,02/28/2025,"5517 LINDBERGH BLVD
PHILADELPHIA, PA 19143-6113
(39.931945004, -75.217011001)"
UNKNOWN/OUT OF STATE,AMERICAN SMOKING CESSATION CORP,YETIVAPE,14218-2061,USA,62**0259,OTP Manufacturer,02/29/2024,"1385 ABBOTT RD
LACKAWANNA, NY 14218-2061
(42.827033239, -78.80425048)"
PHILADELPHIA,HAPPINESS FOOD MARKET INC,HAPPINESS FOOD MARKET INC,19133-4218,USA,51**8575,Cigarette/OTP Retail,02/28/2025,"3050 N HOWARD ST
PHILADELPHIA, PA 19133-4218
(39.997034003, -75.130860962)"
CHESTER,SHREE KENNETT LLC,SHREE KENNETT LLC,19348-3348,USA,15**0004,Cigarette/OTP Retail,02/28/2025,"536 S UNION ST
KENNETT SQUARE, PA 19348-3348
(39.840351255, -75.710443079)"
BERKS,STAMPEDE SMOKIN BBQ LLC,STAMPEDE BARBECUE,19540-8214,USA,06**3208,Cigarette/OTP Retail,02/28/2025,"4372 MORGANTOWN RD
MOHNTON, PA 19540-8214
(40.215313011, -75.90887198)"
PHILADELPHIA,SHOP AND SAVE FOOD MARKET II INC,SHOP AND SAVE FOOD MARKET II INC,19151-4203,USA,51**2043,Cigarette/OTP Retail,02/28/2025,"1400 N 60TH ST
PHILADELPHIA, PA 19151-4203
(39.972859002, -75.239878006)"
CHESTER,LINCOLN MART INC,2320 E LINCOLN HWAY,19320-2418,USA,15**1699,Cigarette/OTP Retail,02/28/2025,"2320 E LINCOLN HWY
COATESVILLE, PA 19320-2418
(39.990329277, -75.779186671)"
PHILADELPHIA,BEDEE'S LLC,BEDEE'S LLC,19142-1925,USA,51**0952,Cigarette Retail,02/28/2025,"2101 S GOULD ST
PHILADELPHIA, PA 19142-1925
(39.926057011, -75.236177982)"
PHILADELPHIA,RENZULLIS,STORE,19147-6328,USA,51**7625,OTP Retail,02/28/2025,"1537 S 10TH ST
PHILADELPHIA, PA 19147-6328
(39.929662989, -75.161319038)"
DELAWARE,SCJ VENDING INC,HARRAH'S CASINO,19013-4505,USA,00**6236,Cigarette Vending,02/29/2024,"777 HARRAHS BLVD
CHESTER, PA 19013-4505
(39.849905996, -75.347818982)"
LANCASTER,TANZEEL INTERNATIONAL RESTAURANT LLC,TANZEEL INTERNATIONAL,17602-2137,USA,36**4470,Cigarette/OTP Retail,02/28/2025,"798 NEW HOLLAND AVE
LANCASTER, PA 17602-2137
(40.05061599, -76.288638998)"
PHILADELPHIA,SHREE YUMUNA LLC,PHILADELPHIA,19103,USA,51**0034,Cigarette/OTP Retail,02/28/2025,"18TH & MARKET ST
PHILADELPHIA, PA 19103
(39.953169995, -75.170009981)"
LEHIGH,BERWYN BEER INC,BERWYN BEER,18078-2578,USA,39**4535,Cigarette/OTP Retail,02/28/2025,"4041 ROUTE 309
SCHNECKSVILLE, PA 18078-2578
(40.656960015, -75.599917963)"
PHILADELPHIA,GARCIA DIAMOND DELI MARKET INC,GARCIA DIAMOND DELI MARKET INC,19122-1303,USA,51**0022,Cigarette/OTP Retail,02/28/2025,"2063 N 8TH ST
PHILADELPHIA, PA 19122-1303
(39.983365005, -75.146944996)"
ALLEGHENY,SNACKS AND DICE LLC,SNACKS AND DICE LLC,15201-2425,USA,02**0025,Cigarette/OTP Retail,02/28/2025,"601 52ND ST
PITTSBURGH, PA 15201-2425
(40.478802999, -79.951966042)"
BEAVER,SUPERIOR BEVERAGES LLC,SUPERIOR BEVERAGES LLC,15026-1536,USA,04**0024,Cigarette/OTP Retail,02/28/2025,"1242 ROUTE 30
CLINTON, PA 15026-1536
(40.488713007, -80.29382498)"
PHILADELPHIA,1206 JOYCE INC,1206 JOYCE INC,19146-4332,USA,51**0053,Cigarette/OTP Retail,02/28/2025,"1206 POINT BREEZE AVE
PHILADELPHIA, PA 19146-4332
(39.937108005, -75.177272984)"
ALLEGHENY,ADAM VAPES & TOBACCO INC.,ADAM VAPES & TOBACCO INC.,15236-3811,USA,02**0029,Cigarette Retail,02/28/2025,"681 CLAIRTON BLVD
PITTSBURGH, PA 15236-3811
(40.329299015, -79.944403972)"
BUCKS,7-ELEVEN INC,7-ELEVEN STORE #11341K,19007-2508,USA,09**1045,Cigarette/OTP Retail,02/28/2025,"811 VETERANS HWY
BRISTOL, PA 19007-2508
(40.105739995, -74.877061963)"
PHILADELPHIA,GIL GROCERY II INC,GIL GROCERY II INC,19146-4657,USA,51**0046,Cigarette/OTP Retail,02/28/2025,"1426 S 19TH ST
PHILADELPHIA, PA 19146-4657
(39.933262011, -75.176137991)"
LAWRENCE,MEDURE AMUSEMENTS INC,THE PUB,16102-1831,USA,37**0071,Cigarette Vending,02/28/2025,"203 N LIBERTY ST
NEW CASTLE, PA 16102-1831
(40.973962001, -80.374575984)"
ERIE,ETTISON ECONOMICS LLC,1015 STATE,16501-1803,USA,25**6344,Cigarette Retail,02/29/2024,"1015 STATE ST
ERIE, PA 16501-1803
(42.12502, -80.08231)"
MONROE,AL & TP LLC,AL & TP LLC,18342-9800,USA,45**1222,Cigarette/OTP Retail,02/29/2024,"1099 ROUTE 390
MOUNTAINHOME, PA 18342-9800
(41.17814, -75.26947)"
DAUPHIN,BILL & CINDYS VALLEY GROCERY LLC,BILL &CINDY’S VALLEY GROCERY,17112-9241,USA,22**3241,OTP Retail,02/29/2024,"1610 FISHING CREEK VALLEY RD
HARRISBURG, PA 17112-9241
(40.36679, -76.8655)"
NORTHAMPTON,1 STOP MINI MART & SMOKE SHOP LLC,1 STOP MINI MART & SMOKE SHOP LLC,18020-5643,USA,48**6985,Cigarette/OTP Retail,02/29/2024,"2007 WILLOW PARK RD
BETHLEHEM, PA 18020-5643
(40.64409, -75.33237)"
TIOGA,PENNVAPE INC,PENNVAPE,16933-1405,USA,59**1870,Cigarette/OTP Retail,02/29/2024,"42 N MAIN ST
MANSFIELD, PA 16933-1405
(41.80812, -77.07849)"
NORTHAMPTON,TOBACCO HOUSE LLC,TOBACCO HOUSE LLC,18055-2505,USA,48**7673,Cigarette/OTP Retail,02/29/2024,"1838 LEITHSVILLE RD
HELLERTOWN, PA 18055-2505
(40.56454, -75.33871)"
CLARION,SHICK RANDY J,SHICKS GIFTS NOVELTIES & TOBACCO,16214-1129,USA,16**1612,OTP Retail,02/29/2024,"752 MAIN ST
CLARION, PA 16214-1129
(41.21262, -79.3803)"
LAWRENCE,MEDURE AMUSEMENTS INC,FRATERNAL ORDER OF EAGLES #455,16101-4002,USA,37**0071,Cigarette Vending,02/28/2025,"321 S MILL ST
NEW CASTLE, PA 16101-4002
(40.99669301, -80.343807023)"
SOMERSET,NEW CENTRAL CITY ENTERPRISES INC,NEW CENTRAL CITY ENTERPRISES INC,15926-8300,USA,56**1575,Cigarette/OTP Retail,02/29/2024,"112 ROCK CUT RD
CENTRAL CITY, PA 15926-8300
(40.10602, -78.81733)"
BERKS,JIMENEZ ROJAS JENNIFER M,MR PREMIUM HOOKAH 2.0,19601-3612,USA,06**7767,Cigarette/OTP Retail,02/29/2024,"14 N 9TH ST
READING, PA 19601-3612
(40.335802995, -75.920344962)"
CUMBERLAND,EMPIRE TOBACCO SHOP LLC,EMPIRE TOBACCO SHOP LLC,17055-5677,USA,21**4397,Cigarette/OTP Retail,02/29/2024,"235 CUMBERLAND PKWY
MECHANICSBURG, PA 17055-5677
(40.19376, -76.98247)"
ERIE,POPLAR STREET LAUNDRY LLC,POPLAR STREET LAUNDRY,16508-2653,USA,25**5530,Cigarette Retail,02/28/2025,"3625 POPLAR ST
ERIE, PA 16508-2653
(42.097217996, -80.083297975)"
LANCASTER,MAHADEVA DISTRIBUTORS LLC,MAHADEVA DISTRIBUTORS LLC,17022-8627,USA,36**3199,Cigarette/OTP Retail,02/29/2024,"62 HERSHEY RD
ELIZABETHTOWN, PA 17022-8627
(40.16668, -76.60705)"
PHILADELPHIA,FAMOUS MINI MART INC,FAMOUS MINI MART INC,19147-2057,USA,51**9443,Cigarette/OTP Retail,02/28/2025,"808 SOUTH ST
PHILADELPHIA, PA 19147-2057
(39.942306001, -75.155853031)"
SUSQUEHANNA,KIRTI LLC,KIRTI LLC CHECKERED EXPRESS,18844-7101,USA,58**5365,Cigarette/OTP Retail,02/29/2024,"3953 STATE ROUTE 29
SPRINGVILLE, PA 18844-7101
(41.69829, -75.91812)"
ERIE,MATA BHAGO LLC,MATA BHAGO,16503-1956,USA,25**6392,Cigarette/OTP Retail,02/28/2025,"1725 PARADE ST
ERIE, PA 16503-1956
(42.122100011, -80.069100037)"
LYCOMING,SMOKE'S CONVENIENCE STORE LLC,@YOURCONVENIENCE1,17702-6937,USA,41**8446,Cigarette/OTP Retail,02/29/2024,"1900 RIVERSIDE DR
SOUTH WILLIAMSPORT, PA 17702-6937
(41.22685, -77.01821)"
NORTHAMPTON,A3 MART LLC,A3 MART LLC.,18064-2116,USA,48**4937,Cigarette/OTP Retail,02/29/2024,"7 S BROAD ST
NAZARETH, PA 18064-2116
(40.74213, -75.30925)"
WAYNE,CCJ VENTURES LLC,EAGLE VIEW SALOON,18417-3089,USA,35**0029,Cigarette Vending,02/29/2024,"2923 HANCOCK HWY
EQUINUNK, PA 18417-3089
(41.775167003, -75.178413007)"
ERIE,TK 5504 INC,TK 5504 INC,16509-2604,USA,25**4006,Cigarette/OTP Retail,02/29/2024,"5504 PEACH ST
ERIE, PA 16509-2604
(42.07378, -80.09367)"
DAUPHIN,THE GRACE FOOD MART LLC,THE GRACE FOOD MART LLC,17028-8903,USA,22**1515,Cigarette Retail,02/29/2024,"257 BOW CREEK RD
GRANTVILLE, PA 17028-8903
(40.37857, -76.65808)"
WASHINGTON,SUNVALLEY STORES LLC,SAVE A LOT/TEN MILE JUNCTION,15348-1015,USA,63**2277,Cigarette Retail,02/29/2024,"22 FRONT ST
MILLSBORO, PA 15348-1015
(39.98531, -80.00802)"
LACKAWANNA,409 LUCKY MART INC,409 LUCKY MART INC,18504,USA,35**6091,Cigarette/OTP Retail,02/28/2025,"409 N MAIN STREET
SCRANTON, PA 18504
(41.388999983, -75.702002)"
LEHIGH,SHREEJI MINI MART LLC,SHREEJI MINI MART LLC,18102,USA,39**8505,Cigarette/OTP Retail,02/29/2024,"348 N 4TH ST
ALLENTOWN, PA 18102
(40.60945, -75.46803)"
ALLEGHENY,REED GOALS LLC,BIG MIKES TAVERN & GRILL,15223-2123,USA,02**0019,Cigarette Vending,02/28/2025,"396 BUTLER ST
ETNA, PA 15223-2123
(40.497395988, -79.943628982)"
YORK,M & M GROCERIES INC,M & M GROCERIES INC,17401-1116,USA,67**6133,Cigarette/OTP Retail,02/28/2025,"139 N DUKE ST
YORK, PA 17401-1116
(39.965823987, -76.72629102)"
LEHIGH,LITE DISTRIBUTION LLC,LITE DISTRIBUTION LLC,18102-2669,USA,39**8484,OTP Wholesaler,02/29/2024,"1249 W LIBERTY ST
ALLENTOWN, PA 18102-2669
(40.60593, -75.48695)"
BERKS,K & A RETAIL LLC,K & A RETAIL LLC,19601-2803,USA,06**8761,Cigarette/OTP Retail,02/29/2024,"450 CENTRE AVE
READING, PA 19601-2803
(40.34295, -75.92781)"
LUZERNE,CCJ VENTURES LLC,AMERICAN LITHUANIAN CLUB,18643-1917,USA,35**0029,Cigarette Vending,02/29/2024,"1129 WYOMING AVE
EXETER, PA 18643-1917
(41.321604998, -75.815910974)"
PHILADELPHIA,MENDOZA ANGELICA M,MIMI PLAZA MEXICANA,19120-4537,USA,51**4577,Cigarette Retail,02/29/2024,"436 E WYOMING AVE
PHILADELPHIA, PA 19120-4537
(40.020473995, -75.117220001)"
LACKAWANNA,SIDHUS INCORPORATED,ARCHBALD GAS N GO,18403-1713,USA,35**5509,Cigarette/OTP Retail,02/29/2024,"99 S MAIN ST
ARCHBALD, PA 18403-1713
(41.48397, -75.56135)"
LEHIGH,BAPA 003 LLC,BAPA 003 LLC,18103-3241,USA,39**8644,Cigarette/OTP Retail,02/29/2024,"802 S 8TH ST
ALLENTOWN, PA 18103-3241
(40.5918, -75.46915)"
UNKNOWN/OUT OF STATE,TRI-STATE DISTRIBUTION INC,WV,25601-3329,USA,99**8562,OTP Wholesaler,02/29/2024,"614 MAIN AVE
LOGAN, WV 25601-3329
(37.8602, -81.98998)"
BERKS,RIVERA JR ISMAEL,HAMBURG PA,19526-1201,USA,06**9427,OTP Retail,02/29/2024,"41 S 4TH ST
HAMBURG, PA 19526-1201
(40.554526879, -75.982039888)"
LEHIGH,EGYPT SMOKE SHOP LLC,4015 S CHURCH ST,18052,USA,39**7969,Cigarette Retail,02/29/2024,"4015 S CHURCH ST
WHITEHALL, PA 18052"
ALLEGHENY,SHEETZ INC,SHEETZ #824,15239-2726,USA,02**5137,Cigarette/OTP Retail,02/28/2025,"950 PRESQUE ISLE DR
PITTSBURGH, PA 15239-2726
(40.463267016, -79.705964979)"
CHESTER,MIPAME LLC,LAMB BEVERAGE,19320-3351,USA,15**0013,Cigarette Retail,02/29/2024,"35 N 9TH AVE
COATESVILLE, PA 19320-3351
(39.9868, -75.8067)"
