County,Legal Name,Trade Name,Postal Code,Country,Account Code,License Type,Expiration Date,Address & Lat/Long
LEHIGH,GEORGE CHARLES,G & E SMOKE SHOP,18101-1169,US,39**3442,Cig/OTP Retail,02/28/2023,"960 HAMILTON ST
ALLENTOWN, PA 18101-1169
(40.600612, -75.477586)"
LACKAWANNA,GERARD RICHARDSON,PINE BROOK MARKET AND MORE,18509,US,35**2954,Cig/OTP Retail,02/28/2023,"837 CAPOUSE AVE
SCRANTON, PA 18509
(41.417639, -75.658547)"
PHILADELPHIA,26 & INDIANA MINI MARKET INC,26 & INDIANA MINI MARKET INC,19132,US,51**1685,Cig/OTP Retail,02/28/2023,"3001 N 26TH ST
PHILADELPHIA, PA 19132
(40.001125, -75.172918)"
BUCKS,STATION MANGT CONSULTANTS INC (SMC),FEASTERVILLE SUNOCO,19053-7712,US,70**5014,Cig/OTP Retail,02/28/2023,"300 E STREET RD
FEASTERVILLE TREVOSE, PA 19053-7712
(40.146271, -74.994722)"
LYCOMING,VAPE HAVEN INC,VAPE HAVEN INC.,17701,US,41**1874,OTP Retail,02/28/2023,"230 W THIRD ST STE 314
WILLIAMSPORT, PA 17701
(41.239294, -77.004766)"
DAUPHIN,NORTH PROGRESS SMOKE SHOP LLC,NORTH PROGRESS SMOKE SHOP,17109,US,22**2862,Cig/OTP Retail,02/28/2023,"9A N PROGRESS AVENUE
HARRISBURG, PA 17109
(40.286079, -76.842733)"
CENTRE,COLLEGIATE SUBS INC,CHAMPS,16803,US,14**3884,OTP Retail,02/28/2023,"1611 N ATHERTON ST
STATE COLLEGE, PA 16803
(40.807693, -77.893139)"
DAUPHIN,SECOND STREET ENTERPRISES INC,ZEMBIES,17101-1460,US,22**5993,Retail,02/28/2023,"226 N 2ND ST
HARRISBURG, PA 17101-1460
(40.26155, -76.884788)"
SULLIVAN,HILLSGROVE HOTEL LLC,HILLSGROVE HOTEL LLC,18619,US,57**5205,Retail,02/28/2023,"2148 RT 87 HWY
HILLSGROVE, PA 18619"
PHILADELPHIA,TERMINAL CHECK SERV INC,TERMINAL CHECK SERV INC,19141,US,51**7481,Retail,02/28/2023,"1324 W OLNEY AVE
PHILADELPHIA, PA 19141
(40.038781, -75.143386)"
DELAWARE,MERCURY AMUSEMENT INC,NORTH 3RD RESTAURANT BAR,19123-2203,US,23**0376,Vending,02/28/2023,"801 N 3RD ST UNIT 10
PHILADELPHIA, PA 19123-2203
(39.963431, -75.142848)"
PHILADELPHIA,ALEX FOOD MARKET LLC,ALEX FOOD MARKET LLC,19138,US,51**1921,Cig/OTP Retail,02/28/2023,"6040-48 WISTER ST
PHILADELPHIA, PA 19138
(40.046109, -75.158153)"
ARMSTRONG,7-ELEVEN INC,SUNOCO #40249H,16201,US,03**5183,Cig/OTP Retail,02/28/2023,"222 BUTLER ST
KITTANNING, PA 16201
(40.806879, -79.530275)"
LUZERNE,DOWNS RACING LP,MOHEGAN SUN AT POCONO DOWNS,18702-7002,US,40**4569,Retail,02/28/2023,"1280 HIGHWAY 315 BLVD
WILKES BARRE, PA 18702-7002
(41.266678, -75.81828)"
SCHUYLKILL,POTTSVILLE TOBACCO SHOP LLC,POTTSVILLE TOBACCO SHOP LLC,17901,US,54**3042,Retail,02/28/2023,"10 N CENTRE STREET
POTTSVILLE, PA 17901
(40.685258, -76.195266)"
MONTGOMERY,SRP FOOD MARKET INC,NORRISTOWN,19401,US,46**0704,Cig/OTP Retail,02/28/2023,"724 W MARSHALL ST
NORRISTOWN, PA 19401
(40.121462, -75.35138)"
MONTGOMERY,JP & SN ENTERPRISES INC,JP & SN ENTERPRISES INC,19401,US,46**0076,OTP Manufacturer,02/28/2023,"221 WEST GERMANTOWN PIKE
EAST NORRITON, PA 19401
(40.146573, -75.324392)"
PHILADELPHIA,LAIBA NEWSTAND INC,LAIBA NEWSTAND INC,19107,US,51**9777,OTP Retail,02/28/2023,"9TH AND WALNUT ST SE CORNER
PHILADELPHIA, PA 19107"
FULTON,CATHYS STORE LLC,CATHYS STORE LLC,15536,US,29**5658,Cig/OTP Retail,02/28/2023,"14457 OLD ROUTE 126
CRYSTAL SPRING, PA 15536
(39.946975, -78.231746)"
BLAIR,HOUSERS GROCERY,HOUSERS GROCERY,16617,US,07**7899,Cig/OTP Retail,02/28/2023,"539 N 4TH & TUCKAHOE ST
BELLWOOD, PA 16617"
WESTMORELAND,CATORI LLC,PENN TOWNSHIP PA,15644,US,65**4699,Cig/OTP Retail,02/28/2023,"2000 PENNY LANE DRIVE
JEANNETTE, PA 15644
(40.366031, -79.642925)"
LACKAWANNA,AARYA SMOKE SHOP LLC,DAVE'S SMOKE SHOP,18413,US,35**0770,Cig/OTP Retail,02/28/2023,"1866 MAIN STREET
CLIFFORD TOWNSHIP, PA 18413"
CHESTER,DPK CORP,LOCATION 1,19355,US,15**1149,Cig/OTP Retail,02/28/2023,"201 S MOREHALL RD
MALVERN, PA 19355
(40.052887, -75.527605)"
ALLEGHENY,TRAVEL TRADERS HOTEL STORES INC,TRAVEL TRADERS #3073,15219-1162,US,70**0006,Cig/OTP Retail,02/28/2023,"300 W STATION SQUARE DR
PITTSBURGH, PA 15219-1162
(40.434536, -80.006558)"
MONROE,SHIV CORP OF PA,CIGARETTE OUTLET,18302-9605,US,45**6835,Cig/OTP Retail,02/28/2023,"5126 MILFORD RD STE 800
EAST STROUDSBURG, PA 18302-9605
(41.055665, -75.091568)"
CAMBRIA,BRUCE MYERS,MIDWAY CAFE,16641-1221,US,11**3832,Vending,02/28/2023,"CHURCH STREET
GALLITZIN, PA 16641-1221"
LEHIGH,4041 NEVCORP BEVERAGE LLC,NEVULIS BEVERAGES,18078-2578,US,39**4398,Cig/OTP Retail,02/28/2023,"4041 ROUTE 309
SCHNECKSVILLE, PA 18078-2578
(40.65678, -75.600798)"
PHILADELPHIA,TANWEER BAIG,7 ELEVEN 20530E 1408,19104,US,70**0122,Cig/OTP Retail,02/28/2023,"4201 59 WALNUT ST
PHILADELPHIA, PA 19104
(39.954623, -75.20676)"
SOMERSET,WAYNEJAYNE LLC,NEW NATIONAL HOTEL,15530,US,56**4718,Retail,02/28/2023,"302 MAIN ST
BERLIN, PA 15530
(39.921154, -78.960699)"
BUCKS,SAZ PETROLEUM L.L.C,SAZ PETROLEUM LLC,18974,US,09**3649,Retail,02/28/2023,"400 W STREET ROAD
WARMINSTER, PA 18974
(40.202003, -75.091515)"
WASHINGTON,COEN MARKETS INC,COEN MARKETS #1260,15329-1654,US,63**8233,Cig/OTP Retail,02/28/2023,"720 WASHINGTON RD
PROSPERITY, PA 15329-1654
(39.958875, -80.174362)"
PHILADELPHIA,ANDELIZ FOOD MARKET INC,FANO FOOD MARKET,19135,US,51**3201,OTP Retail,02/28/2023,"4082 CRESTON ST
PHILADELPHIA, PA 19135
(40.024463, -75.064358)"
ALLEGHENY,JHS SINGH ENTERPRISE INC,J & S FOOD MART,15110-1685,US,02**8410,Cig/OTP Retail,02/28/2023,"625 W GRANT AVE
DUQUESNE, PA 15110-1685
(40.372023, -79.851751)"
MONTGOMERY,SMOKE N VAPE OF STOWE INC,SMOKE N VAPE OF STOWE INC,19464-3759,US,46**0805,Cig/OTP Retail,02/28/2023,"1660 W HIGH ST
STOWE, PA 19464-3759
(40.246824, -75.690008)"
INDIANA,SVP ENTERPRISES LLC,BIG EDS OUTLET,15717,US,32**5468,OTP Retail,02/28/2023,"857 OLD US HWY 22
BLAIRSVILLE, PA 15717
(40.442787, -79.234301)"
MONTGOMERY,CONSHOHOCKEN SMOKE SHOP INC,CONSHOHOCKEN SMOKE SHOP INC,19428,US,46**8938,Cig/OTP Retail,02/28/2023,"412 WEST RIDGE PIKE
CONSHOHOCKEN, PA 19428
(40.095151, -75.292669)"
ALLEGHENY,KASH GURU SMOKE SHOP,KASH GURU SMOKE SHOP LLC,15227,US,02**5403,Cig/OTP Retail,02/28/2023,"4123 BROWNSVILLE ROAD
PITTSBURGH, PA 15227
(40.365902, -79.981978)"
WESTMORELAND,730 EAST PITTSBURGH STREET FOOD ASSOCIAT,PITTSBURGH STREET SHOP N SAVE,15601-2637,US,65**2900,Cig/OTP Retail,02/28/2023,"730 E PITTSBURGH ST
GREENSBURG, PA 15601-2637
(40.302481, -79.527622)"
PHILADELPHIA,JOSE DURAN,DURAN GROCERY,19141,US,51**2566,Cig/OTP Retail,02/28/2023,"1025 W RUSCOMB STREET
PHILADELPHIA, PA 19141
(40.02835, -75.140965)"
PHILADELPHIA,TEOFILA BASILIO,BASILIO FOOD MARKET,19120,US,51**4552,Cig/OTP Retail,02/28/2023,"359 VAN KIRK ST
PHILADELPHIA, PA 19120
(40.045462, -75.105323)"
ALLEGHENY,PITTSBURGH PACKS & DOGS LLC,PITTSBURGH PACKS & DOGS LLC,15211,US,02**2399,Cig/OTP Retail,02/28/2023,"225 SHILOH STREET
PITTSBURGH, PA 15211
(40.429833, -80.007366)"
PHILADELPHIA,KARLINA GROCERY INC,KARLINA GROCERY INC,19145,US,51**2514,Retail,02/28/2023,"2201 SOUTH CROSKEY STREET
PHILADELPHIA, PA 19145
(39.924809, -75.183621)"
DELAWARE,VEGAS VAPES 2 LLC,VEGAS VAPES,19033-1805,US,23**6455,OTP Retail,02/28/2023,"1009 MACDADE BLVD
FOLSOM, PA 19033-1805
(39.892191, -75.321793)"
CAMBRIA,HADIX ENTERPRISES LLC,MOXHAM DELI,15902,US,11**5761,Retail,02/28/2023,"671 LINDEN AVENUE
JOHNSTOWN, PA 15902
(40.293766, -78.90791)"
LEBANON,ONE STOP CORNER LLC,ONE STOP CORNER LLC,17046,US,38**1969,OTP Retail,02/28/2023,"1038 CHURCH STREET
LEBANON, PA 17046
(40.344035, -76.429996)"
MERCER,SABERS MARKET AND DELI,SABERS MARKET AND DELI,16121,US,43**0651,Retail,02/28/2023,"946 HAMILTON AVE
FARRELL, PA 16121
(41.216443, -80.499272)"
BUCKS,RABIH HAFFAR,7 ELEVEN 15148F 1408,18974-2009,US,70**0383,Cig/OTP Retail,02/28/2023,"1175 YORK RD
WARMINSTER, PA 18974-2009
(40.224276, -75.096617)"
CENTRE,DIPLO MART LLC,DIPLO MART LLC,16801,US,14**7526,OTP Retail,02/28/2023,"329 EAST BEAVER AVE
STATE COLLEGE, PA 16801
(40.796156, -77.856694)"
LAWRENCE,SAMTAK INC,EAST SIDE MINI MART,16101-4134,US,37**2778,Cig/OTP Retail,02/28/2023,"601 E WASHINGTON ST
NEW CASTLE, PA 16101-4134
(40.995897, -80.335924)"
LUZERNE,CARL WYCHOCK INC,WYCHOCKS BY PASS BEVERAGE,18702,US,40**2822,Cig/OTP Retail,02/28/2023,"730 WLKS BARR TWP BLVD
WILKES-BARRE, PA 18702"
DELAWARE,7-ELEVEN INC,SUNOCO TURNPIKE#40287H,19087,US,23**5243,Cig/OTP Retail,02/28/2023,"1495 VALLEY FORGE RD
WAYNE, PA 19087
(40.080747, -75.444004)"
ALLEGHENY,GLOBAL RETAIL OIL INC,SUNOCO,15065,US,02**0905,Cig/OTP Retail,02/28/2023,"3039 FREEPORT RD
NATRONA HTS, PA 15065
(40.642272, -79.710445)"
LEHIGH,CAPL RETAIL LLC,UNI-MART #1005,18052,US,39**1219,Cig/OTP Retail,02/28/2023,"2724 MACARTHUR RD
WHITEHALL, PA 18052
(40.646446, -75.494592)"
WASHINGTON,ABL ANGELS INC,"601 PA 88 ROSCOE, PA 15477",15477,US,63**3459,Cig/OTP Retail,02/28/2023,"601 PA 88
ROSCOE, PA 15477
(40.07978, -79.865641)"
WYOMING,MESHOPPEN SWIFT MART INC,MESHOPPEN SWIFT MART INC,18630,US,66**9526,Cig/OTP Retail,02/28/2023,"RR 6 BOX 28
MESHOPPEN, PA 18630"
LEHIGH,CITY CENTER WHOLESALE LLC,CITY CENTER WHOLESALE LLC,18101,US,39**0813,CSA/OTP Wholesale,02/28/2023,"101-149 N 6TH ST
ALLENTOWN, PA 18101
(40.604827, -75.470745)"
LEHIGH,CAPL RETAIL LLC,UNI-MART #1006,18104,US,39**1220,Cig/OTP Retail,02/28/2023,"5743 TILGHAM STREET
ALLENTOWN, PA 18104
(40.592064, -75.588612)"
BEAVER,TRI STATE VENDING & SERVICES LLC,JIMMY K'S,15066,US,04**9639,Vending,02/28/2023,"911 11TH AVE
NEW BRIGHTON, PA 15066
(40.73668, -80.308169)"
ERIE,ALL IN ONE SUPERMARKET,ALL IN ONE SUPERMARKET,16504,US,25**5336,Retail,02/28/2023,"3304 PINE AVE
ERIE, PA 16504
(42.110396, -80.056255)"
NORTHAMPTON,S&P BEVERAGE LLC,S AND P BEVERAGE LLC,18045-6018,US,48**9420,Cig/OTP Retail,02/28/2023,"2604 DEARBORN ST
EASTON, PA 18045-6018
(40.675908, -75.248307)"
PHILADELPHIA,"NEELKANTH LAUNDROMAT , LLC","NEELKANTH LAUNDROMAT , LLC",19136,US,51**5563,OTP Retail,02/28/2023,"7560 TORRESDALE AVE
PHILADELPHIA, PA 19136
(40.033064, -75.029475)"
NORTHUMBERLAND,7-ELEVEN INC,A PLUS #40402H,17847,US,49**5268,Cig/OTP Retail,02/28/2023,"55 RACE ST
MILTON, PA 17847
(41.016635, -76.85421)"
MONROE,CIYA CIGARS LLC,TOBACCO & CIGAR EXPRESS,18372,US,45**6509,OTP Retail,02/28/2023,"2989 ROUTE 611 UNIT 101
TANNERSVILLE, PA 18372
(41.030902, -75.301144)"
FAYETTE,VAPORI LLC,VAPORI LLC,15401,US,26**6172,OTP Retail,02/28/2023,"640 PITTSBURGH ROAD
UNIONTOWN, PA 15401
(39.925652, -79.72677)"
PHILADELPHIA,JP & SN ENTERPRISES INC,ECIGS INTERNATIONAL,19128-2629,US,51**2250,OTP Retail,02/28/2023,"6212 RIDGE AVE UNIT B
PHILADELPHIA, PA 19128-2629
(40.035917, -75.217691)"
CLINTON,OFF THE BEATEN PATH VAPES,OFF THE BEATEN PATH VAPES,17751,US,18**9755,OTP Retail,02/28/2023,"264 HOGAN BLVD
MILL HALL, PA 17751
(41.115769, -77.477682)"
PHILADELPHIA,AATISH INC,GO MART,19114,US,51**3120,Cig/OTP Retail,02/28/2023,"2800 WILLITS RD
PHILADELPHIA, PA 19114
(40.062772, -75.021816)"
ALLEGHENY,KEITH WILLIAMS,BK MARKET,15221-2460,US,02**7501,Retail - Itinerant,02/28/2023,"911 SWISSVALE AVE
PITTSBURGH, PA 15221-2460
(40.440995, -79.877963)"
LYCOMING,NEW WILLIAMSPORT CORP,SMOKE BUDDY'S TOBACCO SHOP,17701,US,41**9144,Cig/OTP Retail,02/28/2023,"201 BASIN STREET
WILLIAMS PORT, PA 17701
(41.242312, -76.99632)"
INDIANA,DOLGENCORP LLC,DOLLAR GENERAL STORE #16863,15957,US,32**1964,Cig/OTP Retail,02/28/2023,"14609 ROUTE 422 HWY E
STRONGSTOWN, PA 15957"
PHILADELPHIA,MARTINEZ MINI MARKET 1 INC,MARTINEZ MINI MARKET 1 INC,19131,US,51**2813,Retail,02/28/2023,"1300 N 57TH STREET
PHILADELPHIA, PA 19131
(39.972165, -75.234501)"
WESTMORELAND,THOMI MURRYSVILLE LLC,MURRYSVILLE SHOP N SAVE,15668,US,65**7837,Cig/OTP Retail,02/28/2023,"4536 WILLIAM PENN HWY
MURRYSVILLE, PA 15668
(40.425452, -79.671555)"
LACKAWANNA,SHRIGOPAL INC,DRIVE-N-BUY,18407,US,35**9904,Cig/OTP Retail,02/28/2023,"87 N MAIN STREET
CARBONDALE, PA 18407
(41.574976, -75.500379)"
ALLEGHENY,PITTSBURGH BEER & POP LLC,PITTSBURGH BEER & POP LLC,15017-2827,US,02**8504,Cig/OTP Retail,02/28/2023,"SOUTHERN SHOPPING CENTER
BRIDGEVILLE, PA 15017-2827"
ARMSTRONG,JEFFREY SMITH,"SMITH,JEFFREY L",16229,US,03**1860,Cig/OTP Retail,02/28/2023,"103 SECOND STREET
FREEPORT, PA 16229
(40.671192, -79.688829)"
NORTHUMBERLAND,TOOTSIES LLC,KULPMONT BEVERAGE,17834,US,49**5289,Cig/OTP Retail,02/28/2023,"320 CHESTNUT STREET
KULPMONT, PA 17834
(40.794845, -76.461444)"
MONTGOMERY,EPPS BEVERAGES INC,EPPS BEVERAGES INC,19468-1711,US,46**9085,Retail,02/28/2023,"80 W RIDGE PIKE
LIMERICK, PA 19468-1711
(40.21855, -75.505897)"
MONTGOMERY,"XO SMOKE, INC.","XO SMOKE, INC.",19095,US,46**3698,OTP Retail,02/28/2023,"1000 S. EASTON ROAD
WYNCOTE, PA 19095
(40.082818, -75.17076)"
FAYETTE,JAMES VENDING INC,JAMES VENDING INC,15456,US,26**6544,Vending,02/28/2023,"160 SHADY GROVE ROAD
LEMONT FURNACE, PA 15456
(39.934344, -79.657949)"
BEAVER,CONWAY MART ENTERPRISE LLC,CONWAY MART ENTERPRISE LLC,15027,US,04**7077,OTP Retail,02/28/2023,"1120 13TH STREET
CONWAY, PA 15027
(40.664971, -80.230897)"
LAWRENCE,"BARRY QUICK MART,LLC","BARRY QUICK MART,LLC",16117,US,37**2977,OTP Retail,02/28/2023,"25 LINE AVE
ELLWOOD CITY, PA 16117
(40.867239, -80.278447)"
BERKS,CI HAMBURG SUPERSTORE LOUNGE LLC,CI HAMBURG SUPERSTORE LOUNGE,19526-8772,US,06**4847,Cig/OTP Retail,02/28/2023,"1635 MOUNTAIN RD
HAMBURG, PA 19526-8772
(40.56064, -76.004627)"
WASHINGTON,CANONSBURG AMUSEMENT COMPANY,BAIC'S,15021,US,63**7700,Vending,02/28/2023,"MAIN ST
BURGETTSTOWN, PA 15021"
PHILADELPHIA,ANGELICA HERRERA,ANGELICA HERRERA GROCERY STORE,19146,US,51**9019,Retail,02/28/2023,"1947 WHARTON ST
PHILADELPHIA, PA 19146
(39.93537, -75.17704)"
NORTHUMBERLAND,7-ELEVEN INC,A PLUS #40405H,17857,US,49**5271,Cig/OTP Retail,02/28/2023,"303 DUKE ST
NORTHUMBERLAND, PA 17857
(40.889936, -76.799778)"
PHILADELPHIA,DARWIN MINI MARKET INC,DARWIN MINI MARKET INC,19133,US,51**3469,OTP Retail,02/28/2023,"640 W. ALLEGHENY AVE
PHILADELPHIA, PA 19133
(40.000192, -75.142064)"
ERIE,BEER & POP DISCOUNT WAREHOUSE INC,BEER & POP DISCOUNT WAREHOUSE INC,16505-4150,US,25**0258,Retail,02/28/2023,"901 PENINSULA DR
ERIE, PA 16505-4150
(42.102476, -80.147374)"
ALLEGHENY,SHREEJI IMPEX INC,WILLIAM PENN SMOKE SHOP,15206-3022,US,02**3240,Cig/OTP Retail,02/28/2023,"132 N HIGHLAND AVE
PITTSBURGH, PA 15206-3022
(40.462275, -79.924493)"
LANCASTER,CONESTOGA WAGON RESTAURANT INC,CONESTOGA WAGON INC,17516,US,36**5304,Cig/OTP Retail,02/28/2023,"2961 MAIN STREET
CONESTOGA, PA 17516
(39.945683, -76.337674)"
YORK,CHR CORP,RUTTER'S #01,17402-3511,US,70**9058,Cig/OTP Retail,02/28/2023,"1099 HAINES RD
YORK, PA 17402-3511
(39.959, -76.681938)"
CAMBRIA,BRUCE MYERS,BAKERTON ATHLETIC CLUB,16641,US,11**3832,Vending,02/28/2023,"BOX
GALLITZIN, PA 16641"
DELAWARE,DANIEL KOSHY,7 ELEVEN STORE 1406/11321E,19008-1308,US,70**0253,Cig/OTP Retail,02/28/2023,"2915 SPRINGFIELD RD
BROOMALL, PA 19008-1308
(39.982961, -75.373634)"
DELAWARE,"HG PHL RETAILERS, JV",HUDSON,19153,US,23**3448,Retail,02/28/2023,"8500 ESSINGTON AVENUE
PHILADELPHIA, PA 19153
(39.87573, -75.246787)"
FULTON,ANDREW PARK,PARK STATION,17223,US,29**2547,Cig/OTP Retail,02/28/2023,"29558 GREAT COVE RD
FORT LITTLETN, PA 17223
(40.053145, -77.959888)"
ALLEGHENY,BROOKLINE MINIMART INC,COGOS - 1808,15226,US,02**6322,OTP Retail,02/28/2023,"1001 BROOKLINE BLVD
PITTSBURGH, PA 15226
(40.392052, -80.017492)"
ALLEGHENY,NILKANTH CONVENIENCE CORP,NILKANTH CONVENIENCE CORP,15212-4362,US,02**9777,Cig/OTP Retail,02/28/2023,"1601 LOWRIE ST
PITTSBURGH, PA 15212-4362
(40.462916, -79.983203)"
BUCKS,AXCEL MANAGEMENT CORP,SMOKERS EXPRESS,19030-2612,US,70**8001,Cig/OTP Retail,02/28/2023,"525 S OXFORD VALLEY RD
FAIRLESS HILLS, PA 19030-2612
(40.167426, -74.846697)"
CENTRE,HOUSER AMUSEMENTS LLC,SPORTSMANS HOTEL,17764,US,14**4038,Vending,02/28/2023,"12700 RENOVA ROAD
RENOVA, PA 17764
(41.330621, -77.727456)"
BEAVER,TRI STATE VENDING & SERVICES LLC,NEW GALILEE,16141,US,04**9639,Vending,02/28/2023,"100 MONROE ST
NEW GALILEE, PA 16141
(40.834992, -80.401768)"
CUMBERLAND,HISSAN INC,SUNOCO,17050-2426,US,21**2584,Cig/OTP Retail,02/28/2023,"6025 CARLISLE PIKE
MECHANICSBURG, PA 17050-2426
(40.241539, -76.987605)"
ERIE,"S & A MARKET, LLC",2690 CHERRY ST ERIE PA 16508,16508,US,25**9454,Cig/OTP Retail,02/28/2023,"2690 CHERRY ST
ERIE, PA 16508
(42.104772, -80.085319)"
MONTGOMERY,TWO FARMS INC,ROYAL FARMS 240,18915,US,46**2676,Retail,02/28/2023,"935 BETHLEHEM PIKE
COLMAR, PA 18915
(40.284313, -75.262028)"
UNKNOWN/OUT OF STATE,MISTER-E-LIQUID LLC,MISTER-E-LIQUID,49505,US,99**0078,OTP Manufacturer,02/28/2023,"632 PLYMOUTH AVE NE
GRAND RAPIDS, MI 49505
(42.974662, -85.625141)"
BERKS,AMJAR INC,MORGANTOWN BEVERAGE,19543-9635,US,06**2141,Retail,02/28/2023,"3740 MAIN ST
MORGANTOWN, PA 19543-9635"
PHILADELPHIA,LONG LU,ELI CHINESE RESTAURANT,19124,US,51**8629,Retail,02/28/2023,"4285 FRANKFORD AVENUE
PHILADELPHIA, PA 19124
(40.010749, -75.088806)"
PHILADELPHIA,NEW OREGON MARKET INC,NEW OREGON MARKET INC.,19148,US,51**9841,Retail,02/28/2023,"320 W OREGON AVE
PHILADELPHIA, PA 19148
(39.914453, -75.153399)"
NORTHAMPTON,S & C VENDING COMPANY INC,LESTER PFEFFER CLUB,18042,US,48**7783,Vending,02/28/2023,"16TH & JEFFERSON STREETS
EASTON, PA 18042"
LANCASTER,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #315,17566,US,36**6789,Cig/OTP Retail,02/28/2023,"1008 LANCASTER PIKE
QUARRYVILLE, PA 17566
(39.870498, -76.228006)"
CAMBRIA,BRUCE MYERS,SIX MILE RUN LEGION,16679-0097,US,11**3832,Vending,02/28/2023,"708 HEMLOCK ST
SIX MILE RUN, PA 16679-0097
(40.48241, -78.550827)"
PHILADELPHIA,MONUMENTO MO MINI MARKET INC,MONUMENTO MO MINI MARKET INC,19124,US,51**5246,Cig/OTP Retail,02/28/2023,"1558 E LYCOMING ST
PHILADELPHIA, PA 19124
(40.008439, -75.096647)"
YORK,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #049,17356-2011,US,67**6603,Cig/OTP Retail,02/28/2023,"346 WEST BROADWAY
RED LION, PA 17356-2011
(39.897723, -76.610517)"
NORTHAMPTON,PENN JERSEY PEN ARGYL INC.,PENN JERSEY PEN ARGYL INC.,18072-9707,US,48**0643,Cig/OTP Retail,02/28/2023,"989 PENNSYLVANIA AVE
PEN ARGYL, PA 18072-9707
(40.857079, -75.275801)"
LYCOMING,TATERS LYCOMING BEVERAGE CO INC,TATERS LYCOMING BEVERAGE CO INC,17701,US,41**3934,Cig/OTP Retail,02/28/2023,"760 ARNOLD ST
WILLIAMSPORT, PA 17701
(41.238218, -77.049156)"
CHESTER,PAOLI CAR CARE INC,PAOLI CAR CARE INC,19301,US,15**6423,Retail,02/28/2023,"100 E LANCASTER AVE
PAOLI, PA 19301
(40.042117, -75.477583)"
WESTMORELAND,SHIV GAS INC,MURRSVILLE,15668,US,65**4084,Cig/OTP Retail,02/28/2023,"4180 WILLIAM PENN HWY
MUURSVILLE, PA 15668
(40.427504, -79.686727)"
FAYETTE,JAMES VENDING INC,HOPWOOD TAVERN,15445,US,26**6544,Vending,02/28/2023,"1225 NATIONAL PIKE
HOPWOOD, PA 15445
(39.875005, -79.700263)"
LEHIGH,VRINDAVAN INC,ONE STOP SHOPPE,18052-4510,US,39**8961,Cig/OTP Retail,02/28/2023,"1190 MICKLEY RD
WHITEHALL, PA 18052-4510
(40.637885, -75.485723)"
POTTER,VALLEY HARDWARE,VALLEY HARDWARE,16915-8309,US,53**4711,Cig/OTP Retail,02/28/2023,"9 ICE MINE RD
COUDERSPORT, PA 16915-8309
(41.761954, -77.967566)"
DAUPHIN,"SMOOTH VAPE, LLC",SMOOTH VAPE,17111,US,22**4123,OTP Retail,02/28/2023,"3200 PAXTON STREET
HARRISBURG, PA 17111
(40.255205, -76.83484)"
LEHIGH,A TO Z GROCERY AND DELI LLC,A TO Z GROCERY AND DELI LLC,18102,US,39**2464,Cig/OTP Retail,02/28/2023,"120 CHEW ST
ALLENTOWN, PA 18102
(40.610518, -75.458854)"
LUZERNE,YOGKALA MANAGEMENT INC.,VALLEY MART NANTICOKE,18634-1126,US,40**8100,Cig/OTP Retail,02/28/2023,"93 ALLEN ST
NANTICOKE, PA 18634-1126
(41.221148, -76.014753)"
BUCKS,FOG CITY VAPOR 2,FOG CITY VAPOR 2,19054,US,09**4575,OTP Retail,02/28/2023,"8919 NEW FALLS RD
LEVITTOWN, PA 19054
(40.176761, -74.828401)"
ERIE,HERITAGE VENDING COMPANY,RED FOX INN,16504,US,25**1536,Vending,02/28/2023,"1224 EAST 38TH STREET
ERIE, PA 16504
(42.112342, -80.03933)"
ALLEGHENY,GARFIELD MARKET INC,GARFIELD MARKET INC,15206,US,02**8779,Cig/OTP Retail,02/28/2023,"340 NORTH AIKEN AVENUE
PITTSBURGH, PA 15206
(40.467618, -79.934657)"
PHILADELPHIA,HAGNOWAZ CHUGHTAI,7 ELVEN 21048E,19134-1440,US,70**0185,Cig/OTP Retail,02/28/2023,"3359 KENSINGTON AVE
PHILADELPHIA, PA 19134-1440
(39.998906, -75.109045)"
CARBON,AVABHAR LLC,MINERS MARKET,18235,US,13**3841,Cig/OTP Retail,02/28/2023,"107 INTERCHANGE RD
LEHIGHTON, PA 18235
(40.829911, -75.697299)"
MONTGOMERY,SIMRAN PROPERTIES LLC,SIMRAN PROPERTIES LLC,19422,US,46**9230,OTP Retail,02/28/2023,"646 SKIPPACK PIKE
BLUE BELL, PA 19422
(40.153486, -75.26801)"
LANCASTER,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #037,17517-1448,US,36**6589,Cig/OTP Retail,02/28/2023,"300 MAIN STREET
DENVER, PA 17517-1448
(40.231481, -76.135506)"
LUZERNE,YOGKALA MANAGEMENT INC.,VALLEY MART DALLAS,18612,US,40**8098,Cig/OTP Retail,02/28/2023,"3230 STATE ROUTE 309
DALLAS, PA 18612"
BEAVER,TRI STATE VENDING & SERVICES LLC,BREWS TAVERN,15074,US,04**9639,Vending,02/28/2023,"761 BIG KNOB RD
ROCHESTER, PA 15074
(40.712959, -80.189952)"
FAYETTE,RKB CONVENIENCE INC,A-PLUS MINI MARKET,15401-3337,US,26**0882,Cig/OTP Retail,02/28/2023,"55 MORGANTOWN ST
UNIONTOWN, PA 15401-3337
(39.899544, -79.728063)"
