County,Legal Name,Trade Name,Postal Code,Country,Account Code,License Type,Expiration Date,Address & Lat/Long
DAUPHIN,101 DISTRIBUTORS LLC,101 DISTRIBUTORS LLC,17111-1063,USA,22**8555,OTP Wholesaler,02/29/2024,"2771 PAXTON ST
HARRISBURG, PA 17111-1063
(40.25575, -76.84235)"
NORTHAMPTON,TYAG VATSAL LLC,BATH MINI MARKET,18014-9567,USA,48**8849,Cigarette/OTP Retail,02/28/2023,"6007 W MAIN BLVD
BATH, PA 18014-9567
(40.73372, -75.41786)"
ALLEGHENY,GRAB N GO LLC,GRAB N GO STORE,15102-3148,USA,02**1325,Cigarette/OTP Retail,02/29/2024,"1010 CLIFTON RD
BETHEL PARK, PA 15102-3148
(40.29793, -80.04578)"
ALLEGHENY,VIRGILI BEER DIST INC,VIRGILI BEER DIST. INC.,15102-3808,USA,02**1888,Cigarette Retail,02/29/2024,"2834 S PARK RD
BETHEL PARK, PA 15102-3808
(40.32802, -80.03746)"
ALLEGHENY,GUJJAR JATT LLC,GUJJAR JATT LLC,15025-1436,USA,02**1942,Cigarette/OTP Retail,02/29/2024,"601 SAINT CLAIR AVE
CLAIRTON, PA 15025-1436
(40.29334, -79.88757)"
LEHIGH,CAPL RETAIL LLC,JOE'S KWIK MARTS #1047,18052-7004,USA,39**1162,Cigarette/OTP Retail,02/29/2024,"1110 MACARTHUR RD
WHITEHALL, PA 18052-7004
(40.62007, -75.48015)"
LACKAWANNA,SHREE KHODIYAR MAA LLC,CONVENIENT FOOD MART #3001,18509-1019,USA,35**0855,Cigarette/OTP Retail,02/29/2024,"2500 BOULEVARD AVE
SCRANTON, PA 18509-1019
(41.43793, -75.64033)"
LUZERNE,DOMMES LLC,REHOSKIS MARKET,18642-1408,USA,40**0362,Cigarette Retail,02/29/2024,"201 FOOTE AVE
DURYEA, PA 18642-1408
(41.34255, -75.76171)"
PHILADELPHIA,KAABA MARKET LLC,KAABA MARKET,19114-2205,USA,51**5148,Cigarette/OTP Retail,02/29/2024,"9257 ROOSEVELT BLVD
PHILADELPHIA, PA 19114-2205
(40.07729, -75.03176)"
UNKNOWN/OUT OF STATE,TH MINIT MARKETS LLC,TH MINIT MARKETS LLC,01581-1032,USA,99**8106,OTP Wholesaler,02/28/2023,"165 FLANDERS RD
WESTBOROUGH, MA 01581-1032
(42.27625, -71.56317)"
ERIE,ETTISON ECONOMICS LLC,1015 STATE,16501-1803,USA,25**6344,Cigarette Retail,02/29/2024,"1015 STATE ST
ERIE, PA 16501-1803
(42.12502, -80.08231)"
DELAWARE,JJ WHOLESALE CASH AND CARRY INC,JJ WHOLESALE CASH AND CARRY INC,19023-4196,USA,23**8338,Cigarette Wholesaler,02/29/2024,"1207 MACDADE BLVD
DARBY, PA 19023-4196
(39.90875, -75.28402)"
MONROE,AL & TP LLC,AL & TP LLC,18342-9800,USA,45**1222,Cigarette/OTP Retail,02/29/2024,"1099 ROUTE 390
MOUNTAINHOME, PA 18342-9800
(41.17814, -75.26947)"
DAUPHIN,BILL & CINDYS VALLEY GROCERY LLC,BILL &CINDY’S VALLEY GROCERY,17112-9241,USA,22**3241,OTP Retail,02/29/2024,"1610 FISHING CREEK VALLEY RD
HARRISBURG, PA 17112-9241
(40.36679, -76.8655)"
NORTHAMPTON,1 STOP MINI MART & SMOKE SHOP LLC,1 STOP MINI MART & SMOKE SHOP LLC,18020-5643,USA,48**6985,Cigarette/OTP Retail,02/29/2024,"2007 WILLOW PARK RD
BETHLEHEM, PA 18020-5643
(40.64409, -75.33237)"
TIOGA,PENNVAPE INC,PENNVAPE,16933-1405,USA,59**1870,Cigarette/OTP Retail,02/29/2024,"42 N MAIN ST
MANSFIELD, PA 16933-1405
(41.80812, -77.07849)"
LEBANON,LEBANON STORE INC,CORNER FOOD MART,17046,USA,38**9281,Cigarette/OTP Retail,02/29/2024,"1700 STATE ROUTE 72 NORTH
LEBANON, PA 17046
(40.36179, -76.46271)"
NORTHAMPTON,TOBACCO HOUSE LLC,TOBACCO HOUSE LLC,18055-2505,USA,48**7673,Cigarette/OTP Retail,02/29/2024,"1838 LEITHSVILLE RD
HELLERTOWN, PA 18055-2505
(40.56454, -75.33871)"
CLARION,SHICK RANDY J,SHICKS GIFTS NOVELTIES & TOBACCO,16214-1129,USA,16**1612,OTP Retail,02/29/2024,"752 MAIN ST
CLARION, PA 16214-1129
(41.21262, -79.3803)"
COLUMBIA,SHEETZ INC,SHEETZ #769,17815-9770,USA,19**5006,Cigarette/OTP Retail,02/29/2024,"6 WEDGETOWN RD
BLOOMSBURG, PA 17815-9770
(41.00847, -76.48936)"
SOMERSET,NEW CENTRAL CITY ENTERPRISES INC,NEW CENTRAL CITY ENTERPRISES INC,15926-8300,USA,56**1575,Cigarette/OTP Retail,02/29/2024,"112 ROCK CUT RD
CENTRAL CITY, PA 15926-8300
(40.10602, -78.81733)"
BUCKS,KESHAVDAS CORP,KESHAVDAS CORP,19020-4641,USA,09**5165,Cigarette Retail,02/29/2024,"3510 BRISTOL PIKE
BENSALEM, PA 19020-4641
(40.08959, -74.9266)"
CUMBERLAND,EMPIRE TOBACCO SHOP LLC,EMPIRE TOBACCO SHOP LLC,17055-5677,USA,21**4397,Cigarette/OTP Retail,02/29/2024,"235 CUMBERLAND PKWY
MECHANICSBURG, PA 17055-5677
(40.19376, -76.98247)"
PHILADELPHIA,NEW LIFE GROCERY LLC,NEW LIFE GROCERY LLC,19120-1306,USA,51**8411,Cigarette/OTP Retail,02/29/2024,"5882 N 7TH ST
PHILADELPHIA, PA 19120-1306
(40.04176, -75.13304)"
LANCASTER,MAHADEVA DISTRIBUTORS LLC,MAHADEVA DISTRIBUTORS LLC,17022-8627,USA,36**3199,Cigarette/OTP Retail,02/29/2024,"62 HERSHEY RD
ELIZABETHTOWN, PA 17022-8627
(40.16668, -76.60705)"
UNKNOWN/OUT OF STATE,CDAX INC,BAR,19365,USA,15**0236,Cigarette Vending,02/29/2024,"4880 W. LINCOLN HWY
PARKESBURG, PA 19365
(39.98563, -75.9534)"
SUSQUEHANNA,KIRTI LLC,KIRTI LLC CHECKERED EXPRESS,18844-7101,USA,58**5365,Cigarette/OTP Retail,02/29/2024,"3953 STATE ROUTE 29
SPRINGVILLE, PA 18844-7101
(41.69829, -75.91812)"
BERKS,BUS STOP SHOP AND DELI LLC,BUS STOP SHOP AND DELI LLC,19602-1145,USA,06**1571,Cigarette Retail,02/29/2024,"736 FRANKLIN ST
READING, PA 19602-1145
(40.33361, -75.92265)"
LYCOMING,SMOKE'S CONVENIENCE STORE LLC,@YOURCONVENIENCE1,17702-6937,USA,41**8446,Cigarette/OTP Retail,02/29/2024,"1900 RIVERSIDE DR
SOUTH WILLIAMSPORT, PA 17702-6937
(41.22685, -77.01821)"
NORTHAMPTON,A3 MART LLC,A3 MART LLC.,18064-2116,USA,48**4937,Cigarette/OTP Retail,02/29/2024,"7 S BROAD ST
NAZARETH, PA 18064-2116
(40.74213, -75.30925)"
PHILADELPHIA,NY 5 GROCERY LLC,NY 5 GROCERY LLC,19139-4106,USA,51**3463,Cigarette/OTP Retail,02/29/2024,"201 S 52ND ST
PHILADELPHIA, PA 19139-4106
(39.95682, -75.22554)"
ERIE,TK 5504 INC,TK 5504 INC,16509-2604,USA,25**4006,Cigarette/OTP Retail,02/29/2024,"5504 PEACH ST
ERIE, PA 16509-2604
(42.07378, -80.09367)"
DAUPHIN,THE GRACE FOOD MART LLC,THE GRACE FOOD MART LLC,17028-8903,USA,22**1515,Cigarette Retail,02/29/2024,"257 BOW CREEK RD
GRANTVILLE, PA 17028-8903
(40.37857, -76.65808)"
WASHINGTON,SUNVALLEY STORES LLC,SAVE A LOT/TEN MILE JUNCTION,15348-1015,USA,63**2277,Cigarette Retail,02/29/2024,"22 FRONT ST
MILLSBORO, PA 15348-1015
(39.98531, -80.00802)"
UNKNOWN/OUT OF STATE,MR VAPE USA LLC,MR. VAPE USA,85201-6923,USA,99**8386,OTP Wholesaler,02/28/2023,"1833 W MAIN ST
MESA, AZ 85201-6923
(33.41403, -111.87138)"
LEHIGH,SHREEJI MINI MART LLC,SHREEJI MINI MART LLC,18102,USA,39**8505,Cigarette/OTP Retail,02/29/2024,"348 N 4TH ST
ALLENTOWN, PA 18102
(40.60945, -75.46803)"
MONTGOMERY,OM ADIDEV CORPORATION,7-ELEVEN STORE #11416F,19401-1332,USA,46**3101,Cigarette Retail,02/29/2024,"226 W GERMANTOWN PIKE
NORRISTOWN, PA 19401-1332
(40.14689, -75.32567)"
MONTGOMERY,OM ADIDEV CORPORATION,7-ELEVEN STORE #11416F,19401-1332,USA,46**3299,OTP Retail,02/29/2024,"226 W GERMANTOWN PIKE
NORRISTOWN, PA 19401-1332
(40.14689, -75.32567)"
LEHIGH,LITE DISTRIBUTION LLC,LITE DISTRIBUTION LLC,18102-2669,USA,39**8484,OTP Wholesaler,02/29/2024,"1249 W LIBERTY ST
ALLENTOWN, PA 18102-2669
(40.60593, -75.48695)"
BERKS,K & A RETAIL LLC,K & A RETAIL LLC,19601-2803,USA,06**8761,Cigarette/OTP Retail,02/29/2024,"450 CENTRE AVE
READING, PA 19601-2803
(40.34295, -75.92781)"
BUCKS,BRISTOL FOOD AND FUEL INC,BRISTOL FOOD AND FUEL INC,19007-3708,USA,09**5096,Cigarette/OTP Retail,02/29/2024,"455 BRISTOL PIKE
BRISTOL, PA 19007-3708
(40.10499, -74.86034)"
LANCASTER,SUBS SIXPACKS INC,SUBS & SIX PACKS INC,17603-4113,USA,36**7686,Cigarette Retail,02/28/2023,"2645 COLUMBIA AVE
LANCASTER, PA 17603-4113
(40.04096, -76.37909)"
LACKAWANNA,SIDHUS INCORPORATED,ARCHBALD GAS N GO,18403-1713,USA,35**5509,Cigarette/OTP Retail,02/29/2024,"99 S MAIN ST
ARCHBALD, PA 18403-1713
(41.48397, -75.56135)"
LANCASTER,KAMUBA LLC,KAMUBA LLC,17603-3752,USA,36**3660,Cigarette Retail,02/29/2024,"450 W ORANGE ST
LANCASTER, PA 17603-3752
(40.03859, -76.31485)"
LEHIGH,BAPA 003 LLC,BAPA 003 LLC,18103-3241,USA,39**8644,Cigarette/OTP Retail,02/29/2024,"802 S 8TH ST
ALLENTOWN, PA 18103-3241
(40.5918, -75.46915)"
UNKNOWN/OUT OF STATE,TRI-STATE DISTRIBUTION INC,WV,25601-3329,USA,99**8562,OTP Wholesaler,02/29/2024,"614 MAIN AVE
LOGAN, WV 25601-3329
(37.8602, -81.98998)"
DAUPHIN,SARU GROCERY LLC,SARU GROCERY,17111-5228,USA,22**3698,Cigarette/OTP Retail,02/29/2024,"7400 DERRY ST
HARRISBURG, PA 17111-5228
(40.26573, -76.75944)"
LEHIGH,EGYPT SMOKE SHOP LLC,4015 S CHURCH ST,18052,USA,39**7969,Cigarette Retail,02/29/2024,"4015 S CHURCH ST
WHITEHALL, PA 18052"
MONTGOMERY,HARE KRISHNA 1 LLC,HARE KRISHNA 1 LLC,19468-1828,USA,46**4464,Cigarette/OTP Retail,02/29/2024,"301 S LEWIS RD
ROYERSFORD, PA 19468-1828
(40.18839, -75.52893)"
CHESTER,MIPAME LLC,LAMB BEVERAGE,19320-3351,USA,15**0013,Cigarette Retail,02/29/2024,"35 N 9TH AVE
COATESVILLE, PA 19320-3351
(39.9868, -75.8067)"
UNKNOWN/OUT OF STATE,1 OAK TRADING COMPANY LLC,1 OAK TRADING COMPANY,60101-5608,USA,99**8380,OTP Wholesaler,02/28/2023,"91 N MITCHELL CT
ADDISON, IL 60101-5608
(41.92868, -88.03276)"
PHILADELPHIA,JESSUP MINI MARKET INC,JESSUP MINI MARKET INC,19133-1404,USA,51**4180,Cigarette/OTP Retail,02/29/2024,"1118 W HUNTINGDON ST
PHILADELPHIA, PA 19133-1404
(39.99175, -75.15022)"
CLARION,SHICK RANDY J,SHICKS GIFTS NOVELTIES & TOBACCO,16214-1129,USA,16**0531,Cigarette/OTP Retail,02/29/2024,"752 MAIN ST
CLARION, PA 16214-1129
(41.21262, -79.3803)"
UNKNOWN/OUT OF STATE,SMOKEETOWN WHOLESALE LLC,SMOKEETOWN WHOLESALE LLC,75229-2108,USA,99**8510,OTP Wholesaler,02/29/2024,"11418 REEDER RD
DALLAS, TX 75229-2108
(32.89737, -96.89593)"
BUCKS,ARAR CROYDON LLC,ARAR CROYDON,19021-5407,USA,09**2466,Cigarette/OTP Retail,02/29/2024,"399 BRISTOL PIKE
CROYDON, PA 19021-5407
(40.09376, -74.91061)"
LEHIGH,TOP STAR EXPRESS INC,TOP STAR EXPRESS INC.,18049-4013,USA,39**8496,Cigarette Wholesaler,02/28/2023,"14 E MAIN ST
EMMAUS, PA 18049-4013
(40.54077, -75.48589)"
DAUPHIN,CANARIO MINI MARKET LLC,CANARIO MINI MARKET LLC,17103-2562,USA,22**7479,Cigarette/OTP Retail,02/29/2024,"26 N 19TH ST
HARRISBURG, PA 17103-2562
(40.26897, -76.86159)"
BERKS,REDNERS MARKETS INC,REDNER'S #74 QUICK STOP,19605-9283,USA,06**9867,Cigarette/OTP Retail,02/29/2024,"8381 ALLENTOWN PIKE
READING, PA 19605-9283
(40.44813, -75.89866)"
ALLEGHENY,HURD’S GREENOCK DELI LLC,HURD’S GRRENOCK DELI LLC,15135-2325,USA,02**0069,Cigarette/OTP Retail,02/29/2024,"1127 GREENOCK BUENA VISTA RD
MCKEESPORT, PA 15135-2325
(40.31231, -79.80377)"
WASHINGTON,MON CITY SMOKE & CONVENIENCE,MON CITY SMOKE & CONVENIENCE,15063-2408,USA,63**2158,Cigarette Retail,02/29/2024,"212 W MAIN ST
MONONGAHELA, PA 15063-2408
(40.2017, -79.92453)"
PHILADELPHIA,AJH CONVENIENCE STORE LLC,AJH CONVENIENCE STORE LLC,19147-6335,USA,51**1484,Cigarette/OTP Retail,02/29/2024,"1525 S 11TH ST
PHILADELPHIA, PA 19147-6335
(39.93014, -75.16304)"
LEBANON,SMOOTH VAPE LLC,SMOOTH VAPE,17038-9423,USA,38**0101,OTP Manufacturer,02/28/2023,"9 LION LN
JONESTOWN, PA 17038-9423
(40.40597, -76.48934)"
CLINTON,SHREE MAHALAXMI 1 LLC,SHREE MAHALAXMI 1 LLC,17745-3608,USA,18**7555,Cigarette/OTP Retail,02/29/2024,"200 S HANNA ST
LOCK HAVEN, PA 17745-3608
(41.12988, -77.43632)"
WESTMORELAND,NEW PENN BEER DISTRIBUTOR LLC,STORE,15626-7200,USA,65**9759,Cigarette/OTP Retail,02/29/2024,"2314 WHEATLAND CIR
DELMONT, PA 15626-7200
(40.40591, -79.59484)"
PHILADELPHIA,RANJU ENTERPRISES INC,RANJU ENTERPRISES INC,19152-3308,USA,51**2025,Cigarette/OTP Retail,02/29/2024,"2210 RHAWN ST
PHILADELPHIA, PA 19152-3308
(40.05964, -75.05219)"
PHILADELPHIA,LIN JIANFENG,SUPER KITCHEN 19TH ST RESTAURANT,19146-4654,USA,51**7099,Cigarette/OTP Retail,02/29/2024,"1415 S 19TH ST
PHILADELPHIA, PA 19146-4654
(39.9335, -75.1759)"
LANCASTER,KAMUBA LLC,KAMUBA LLC,17603-3752,USA,36**4242,OTP Retail,02/29/2024,"450 W ORANGE ST
LANCASTER, PA 17603-3752
(40.03859, -76.31485)"
BUCKS,KESHAVDAS CORP,KESHAVDAS CORP,19020-4641,USA,09**5173,OTP Retail,02/29/2024,"3510 BRISTOL PIKE
BENSALEM, PA 19020-4641
(40.08959, -74.9266)"
DAUPHIN,THE GRACE FOOD MART LLC,THE GRACE FOOD MART LLC,17028-8903,USA,22**7229,OTP Retail,02/29/2024,"257 BOW CREEK RD
GRANTVILLE, PA 17028-8903
(40.37857, -76.65808)"
LACKAWANNA,JAI KHODIYAR LLC,JAI KHODIYAR LLC,18504-2564,USA,35**8795,Cigarette/OTP Retail,02/29/2024,"349 S MAIN AVE
SCRANTON, PA 18504-2564
(41.40852, -75.68408)"
DAUPHIN,NANAS FOOD SERVICE LLC,NANAS FOOD SERVICES LLC,17110-2401,USA,22**4565,Cigarette Retail,02/29/2024,"2126 N 6TH ST
HARRISBURG, PA 17110-2401
(40.2812, -76.89075)"
ALLEGHENY,DANTE CLUB LLC,CLUB,15239-1317,USA,02**9537,OTP Retail,02/29/2024,"305 UNITY CENTER RD
PLUM, PA 15239-1317
(40.48972, -79.77949)"
WESTMORELAND,DIDI ENTERPRISE LLC,YUKON MARKET,15698-9811,USA,65**0972,Cigarette/OTP Retail,02/29/2024,"120 HIGHWAY ST
YUKON, PA 15698-9811
(40.21385, -79.68227)"
UNKNOWN/OUT OF STATE,KAIVAL BRANDS INNOVATIONS GROUP INC.,MAIN,32949-8236,USA,99**8270,OTP Wholesaler,02/29/2024,"4460 OLD DIXIE HWY
GRANT VALKARIA, FL 32949-8236
(27.94665, -80.53586)"
BERKS,RODRIGUEZ LUIS J,SOFIA GROCERY,19601-3619,USA,06**2070,Cigarette/OTP Retail,02/29/2024,"808 WALNUT ST
READING, PA 19601-3619
(40.33835, -75.92148)"
CENTRE,GRAB N GO 2 LLC,GRAB N GO 2 LLC,16801-5308,USA,14**2111,Cigarette/OTP Retail,02/29/2024,"401 S PUGH ST
STATE COLLEGE, PA 16801-5308
(40.79274, -77.85609)"
LEHIGH,TOP STAR EXPRESS INC,TOP STAR EXPRESS INC.,18049-4013,USA,39**8497,OTP Wholesaler,02/28/2023,"14 E MAIN ST
EMMAUS, PA 18049-4013
(40.54077, -75.48589)"
NORTHUMBERLAND,AGAM RETAIL LLC,AGAM RETAIL LLC,17872,USA,49**1326,Cigarette/OTP Retail,02/29/2024,"517 E SUNBURY ST
SHAMOKIN, PA 17872
(40.79312, -76.55083)"
DAUPHIN,RGS MARKET LLC,RGS MARKET LLC,17112-2676,USA,22**9392,Cigarette Retail,02/29/2024,"6000 JONESTOWN RD
HARRISBURG, PA 17112-2676
(40.31915, -76.78763)"
DAUPHIN,RK SMOKE SHOP LLC,RK SMOKE SHOP LLC,17034-1019,USA,22**2123,Cigarette/OTP Retail,02/29/2024,"80 2ND ST
HIGHSPIRE, PA 17034-1019
(40.21066, -76.79454)"
BUCKS,J & J FRESHNERS LLC,J&J FRESHNERS LLC,19055-1803,USA,09**8050,OTP Wholesaler,02/28/2023,"1637 HAINES RD
LEVITTOWN, PA 19055-1803
(40.13766, -74.83368)"
BERKS,KANICAJOT LLC,MARATHON CONVENIENCE STORE,19526-8100,USA,06**1965,Cigarette Retail,02/29/2024,"16617 POTTSVILLE PIKE
HAMBURG, PA 19526-8100
(40.53808, -75.97638)"
SNYDER,HERMAN JEFFREY E,HOBO GOLD,17842-7706,USA,55**7033,Cigarette Retail,02/29/2024,"73 STUMPS RUN ALY
MIDDLEBURG, PA 17842-7706
(40.79405, -77.04594)"
MONROE,SHREE GANESHA 5684 LLC,SHREE GANESHA 5684 LLC,18610,USA,45**2553,Cigarette/OTP Retail,02/29/2024,"5684 ROUTE 115
BLAKESLEE, PA 18610
(41.09336, -75.59337)"
UNKNOWN/OUT OF STATE,AFG DISTRIBUTION INC,AFG DISTRIBUTION,28806-3824,USA,99**7859,OTP Wholesaler,02/28/2023,"59 BINGHAM RD
ASHEVILLE, NC 28806-3824
(35.59995, -82.58341)"
PHILADELPHIA,SDA DAREEN CORPORATION,SDA DAREEN CORPORATION,19115-4374,USA,46**8298,OTP Wholesaler,02/28/2023,"2200 MICHENER ST
PHILADELPHIA, PA 19115-4374
(40.07979, -75.03127)"
BUCKS,TAJ DISTRIBUTIONS INC,TAJ DISTRIBUTIONS INC,19020-5934,USA,51**2121,Cigarette/OTP Wholesaler,02/28/2023,"651 WINKS LN
BENSALEM, PA 19020-5934
(40.08679, -74.9209)"
BERKS,READING SMOKE SHOP LLC,READING SMOKE SHOP LLC,19601-3608,USA,06**6916,Cigarette/OTP Retail,02/29/2024,"903 PENN ST
READING, PA 19601-3608
(40.33522, -75.9198)"
PHILADELPHIA,REYNOSO MINI MARKET INC,REYNOSO MINI MARKET INC,19120-2544,USA,51**1917,OTP Retail,02/29/2024,"351 E OLNEY AVE
PHILADELPHIA, PA 19120-2544
(40.0347, -75.1149)"
CARBON,JV MART LLC,JV MART,18235-5506,USA,13**2042,Cigarette/OTP Retail,02/29/2024,"7605 INTERCHANGE RD
LEHIGHTON, PA 18235-5506
(40.86994, -75.57292)"
BERKS,KEYANJIYAN INC,KEYANJIYAN INC,19605-2461,USA,06**0334,Cigarette/OTP Retail,02/29/2024,"2934 N 5TH STREET HWY
READING, PA 19605-2461
(40.3786, -75.92721)"
SUSQUEHANNA,THE VAPE DISPENSARY LLC,THE VAPE DISPENSARY LLC,18834-7517,USA,58**2679,Cigarette/OTP Retail,02/29/2024,"1613 OLIVER RD
NEW MILFORD, PA 18834-7517
(41.82321, -75.68222)"
PHILADELPHIA,REYNOSO MINI MARKET INC,REYNOSO MINI MARKET INC,19120-2544,USA,51**1889,Cigarette Retail,02/29/2024,"351 E OLNEY AVE
PHILADELPHIA, PA 19120-2544
(40.0347, -75.1149)"
LEHIGH,EGYPT SMOKE SHOP LLC,4015 S CHURCH ST,18052,USA,39**0513,OTP Retail,02/29/2024,"4015 S CHURCH ST
WHITEHALL, PA 18052"
SUSQUEHANNA,HALLSTEAD TOBACCO LLC,HALLSTEAD TOBACCO LLC,18822-8820,USA,58**3493,Cigarette/OTP Retail,02/29/2024,"702 MAIN ST
HALLSTEAD, PA 18822-8820
(41.96224, -75.74273)"
DELAWARE,GANESH FOOD MART LLC,PANTRY 1 FOOD MART,19022-1222,USA,23**9225,Cigarette/OTP Retail,02/29/2024,"609 CHESTER PIKE
CRUM LYNNE, PA 19022-1222
(39.87054, -75.33298)"
PHILADELPHIA,OSCAR GROCERY I INC,OSCAR GROCERY I INC,19141-1344,USA,51**6790,Cigarette/OTP Retail,02/29/2024,"6052 OGONTZ AVE
PHILADELPHIA, PA 19141-1344
(40.04771, -75.15099)"
MONTGOMERY,REDNERS MARKETS INC,REDNER'S #82 GAS BOOTH,19464-2300,USA,46**1390,Cigarette/OTP Retail,02/29/2024,"1258 N CHARLOTTE ST
POTTSTOWN, PA 19464-2300
(40.26436, -75.62882)"
