County,Legal Name,Trade Name,Postal Code,Country,Account Code,License Type,Expiration Date,Address & Lat/Long
PHILADELPHIA,GIL GROCERY II INC,GIL GROCERY II INC,19146-4657,USA,51**0017,Cigarette/OTP Retail,02/28/2025,"1426 S 19TH STREET
PHILADELPHIA, PA 19146-4657
(39.933262011, -75.176137991)"
LAWRENCE,MEDURE AMUSEMENTS INC,FRIENDS BAR AND GRILL,16101-4246,USA,37**0071,Cigarette Vending,02/28/2025,"1061 BUTLER AVE
NEW CASTLE, PA 16101-4246
(40.992361997, -80.323723983)"
YORK,JAY DIPOMAA INC,CENTRAL MART,17403-2904,USA,67**8963,Cigarette Retail,02/28/2025,"1200 MOUNT ROSE AVE
YORK, PA 17403-2904
(39.959077016, -76.700716995)"
LEHIGH,DOLGENCORP LLC,DOLLAR GENERAL #17738,18080-3843,USA,39**4700,Cigarette Retail,02/28/2025,"3308 CHURCH ST
SLATINGTON, PA 18080-3843
(40.722369999, -75.617154006)"
PHILADELPHIA,SAK TRADERS INC,RICHMOND A PLUS,19134-6225,USA,51**2063,Cigarette/OTP Retail,02/28/2025,"3670 RICHMOND ST
PHILADELPHIA, PA 19134-6225
(39.989171987, -75.090219963)"
ADAMS,E-ALTERNATIVE SOLUTIONS LLC,TYRONE SAMPSON,17331-4730,USA,01**7288,OTP Itinerant,02/28/2025,"10 ROLLER CIR
HANOVER, PA 17331-4730
(39.809636986, -77.000952995)"
DELAWARE,BOBS MOBILE SERVICE INC,BOBS MOBIL SERVICE INC,19064-2850,USA,23**9921,Cigarette/OTP Retail,02/28/2025,"1198 BALTIMORE PIKE
SPRINGFIELD, PA 19064-2850
(39.913807991, -75.348885998)"
COLUMBIA,MELODY AARYA LLC,MILLVILLE SUNOCO,17846-9087,USA,19**4955,Cigarette/OTP Retail,02/28/2025,"11 N STATE ST
MILLVILLE, PA 17846-9087
(41.120588581, -76.530420867)"
ALLEGHENY,EDGEWOOD AVENUE EXPRESS INC,EDGEWOOD AVENUE EXPRESS,15218-1595,USA,02**4799,Cigarette Retail,02/28/2025,"253 EDGEWOOD AVE
PITTSBURGH, PA 15218-1595
(40.430365992, -79.88400599)"
BEAVER,PINE RUN MARKET INC,PINE RUN MARKET,15042-2135,USA,04**4835,Cigarette/OTP Retail,02/28/2025,"101 PINE RUN RD
FREEDOM, PA 15042-2135
(40.687427018, -80.23582397)"
ALLEGHENY,S & A SMOKE ANDVAPE LLC,S & A SMOKE AND VAPE LLC,15146,USA,02**5998,Cigarette Retail,02/28/2025,"MONROEVILLE MALL
MONROEVILLE, PA 15146
(40.43141605, -79.796682168)"
MONTGOMERY,TOBACCO CONVENIENCE LLC,TOBACCO CONVENIENCE LLC,19446-2974,USA,46**0047,Cigarette/OTP Retail,02/28/2025,"610 E MAIN ST
LANSDALE, PA 19446-2974
(40.234084137, -75.271259983)"
PHILADELPHIA,LIN SHENG HUI,BUSINESS,19143-6113,USA,51**0013,Cigarette Retail,02/28/2025,"5517 LINDBERGH BLVD
PHILADELPHIA, PA 19143-6113
(39.931945004, -75.217011001)"
PHILADELPHIA,LIU XIU ZHEN,LIU GARDEN CHINESE RESTAURANT,19124-5366,USA,51**2417,Cigarette Retail,02/28/2025,"1458 E LYCOMING ST
PHILADELPHIA, PA 19124-5366
(40.008515995, -75.098646961)"
PHILADELPHIA,HAPPINESS FOOD MARKET INC,HAPPINESS FOOD MARKET INC,19133-4218,USA,51**8575,Cigarette/OTP Retail,02/28/2025,"3050 N HOWARD ST
PHILADELPHIA, PA 19133-4218
(39.997034003, -75.130860962)"
CHESTER,SHREE KENNETT LLC,SHREE KENNETT LLC,19348-3348,USA,15**0004,Cigarette/OTP Retail,02/28/2025,"536 S UNION ST
KENNETT SQUARE, PA 19348-3348
(39.840351255, -75.710443079)"
BERKS,STAMPEDE SMOKIN BBQ LLC,STAMPEDE BARBECUE,19540-8214,USA,06**3208,Cigarette/OTP Retail,02/28/2025,"4372 MORGANTOWN RD
MOHNTON, PA 19540-8214
(40.215313011, -75.90887198)"
PHILADELPHIA,SHOP AND SAVE FOOD MARKET II INC,SHOP AND SAVE FOOD MARKET II INC,19151-4203,USA,51**2043,Cigarette/OTP Retail,02/28/2025,"1400 N 60TH ST
PHILADELPHIA, PA 19151-4203
(39.972859002, -75.239878006)"
CHESTER,LINCOLN MART INC,2320 E LINCOLN HWAY,19320-2418,USA,15**1699,Cigarette/OTP Retail,02/28/2025,"2320 E LINCOLN HWY
COATESVILLE, PA 19320-2418
(39.990329277, -75.779186671)"
PHILADELPHIA,BEDEE'S LLC,BEDEE'S LLC,19142-1925,USA,51**0952,Cigarette Retail,02/28/2025,"2101 S GOULD ST
PHILADELPHIA, PA 19142-1925
(39.926057011, -75.236177982)"
PHILADELPHIA,RENZULLIS,STORE,19147-6328,USA,51**7625,OTP Retail,02/28/2025,"1537 S 10TH ST
PHILADELPHIA, PA 19147-6328
(39.929662989, -75.161319038)"
DELAWARE,WAWA INC.,WAWA #8059,19061,USA,70**2333,Cigarette/OTP Retail,02/28/2025,"489 CONCHESTER HWY
BOOTHWYN, PA 19061
(39.84918402, -75.437065966)"
LANCASTER,TANZEEL INTERNATIONAL RESTAURANT LLC,TANZEEL INTERNATIONAL,17602-2137,USA,36**4470,Cigarette/OTP Retail,02/28/2025,"798 NEW HOLLAND AVE
LANCASTER, PA 17602-2137
(40.05061599, -76.288638998)"
PHILADELPHIA,SHREE YUMUNA LLC,PHILADELPHIA,19103,USA,51**0034,Cigarette/OTP Retail,02/28/2025,"18TH & MARKET ST
PHILADELPHIA, PA 19103
(39.953169995, -75.170009981)"
LEHIGH,BERWYN BEER INC,BERWYN BEER,18078-2578,USA,39**4535,Cigarette/OTP Retail,02/28/2025,"4041 ROUTE 309
SCHNECKSVILLE, PA 18078-2578
(40.656960015, -75.599917963)"
PHILADELPHIA,GARCIA DIAMOND DELI MARKET INC,GARCIA DIAMOND DELI MARKET INC,19122-1303,USA,51**0022,Cigarette/OTP Retail,02/28/2025,"2063 N 8TH ST
PHILADELPHIA, PA 19122-1303
(39.983365005, -75.146944996)"
ALLEGHENY,SNACKS AND DICE LLC,SNACKS AND DICE LLC,15201-2425,USA,02**0025,Cigarette/OTP Retail,02/28/2025,"601 52ND ST
PITTSBURGH, PA 15201-2425
(40.478802999, -79.951966042)"
BEAVER,SUPERIOR BEVERAGES LLC,SUPERIOR BEVERAGES LLC,15026-1536,USA,04**0024,Cigarette/OTP Retail,02/28/2025,"1242 ROUTE 30
CLINTON, PA 15026-1536
(40.488713007, -80.29382498)"
PHILADELPHIA,1206 JOYCE INC,1206 JOYCE INC,19146-4332,USA,51**0053,Cigarette/OTP Retail,02/28/2025,"1206 POINT BREEZE AVE
PHILADELPHIA, PA 19146-4332
(39.937108005, -75.177272984)"
ALLEGHENY,ADAM VAPES & TOBACCO INC.,ADAM VAPES & TOBACCO INC.,15236-3811,USA,02**0029,Cigarette Retail,02/28/2025,"681 CLAIRTON BLVD
PITTSBURGH, PA 15236-3811
(40.329299015, -79.944403972)"
BUCKS,7-ELEVEN INC,7-ELEVEN STORE #11341K,19007-2508,USA,09**1045,Cigarette/OTP Retail,02/28/2025,"811 VETERANS HWY
BRISTOL, PA 19007-2508
(40.105739995, -74.877061963)"
PHILADELPHIA,GIL GROCERY II INC,GIL GROCERY II INC,19146-4657,USA,51**0046,Cigarette/OTP Retail,02/28/2025,"1426 S 19TH ST
PHILADELPHIA, PA 19146-4657
(39.933262011, -75.176137991)"
LAWRENCE,MEDURE AMUSEMENTS INC,THE PUB,16102-1831,USA,37**0071,Cigarette Vending,02/28/2025,"203 N LIBERTY ST
NEW CASTLE, PA 16102-1831
(40.973962001, -80.374575984)"
CENTRE,BALD EAGLE FUEL & TIRE INC,SNAPPY S #7,16801-6536,USA,14**7856,Cigarette/OTP Retail,02/28/2025,"535 UNIVERSITY DR
STATE COLLEGE, PA 16801-6536
(40.799564016, -77.847840962)"
PHILADELPHIA,OLD NELSON FOOD PA THREE LLC,OLD NELSON FOOD PA THREE LLC,19104-5745,USA,51**2794,Cigarette/OTP Retail,02/28/2025,"129 S 30TH ST
PHILADELPHIA, PA 19104-5745
(39.952744314, -75.183785207)"
FAYETTE,MLK FOODS INC,MLK FOODS INC,15461-2508,USA,26**6876,Cigarette Retail,02/28/2025,"1882 MCCLELLANDTOWN RD
MASONTOWN, PA 15461-2508
(39.86585902, -79.893709971)"
PHILADELPHIA,DURAN GROCERY STORE CORPORATION 2 INC,DURAN GROCERY STORE CORP 2 INC,19146-4346,USA,51**1857,Cigarette/OTP Retail,02/28/2025,"1267 S 22ND ST
PHILADELPHIA, PA 19146-4346
(39.935903987, -75.18036599)"
BUCKS,ASHLYNN DISTILLERY LLC,ASHLYNN DISTILLERY,19067-7115,USA,09**9426,Cigarette/OTP Retail,02/28/2025,"32 W BRIDGE ST
MORRISVILLE, PA 19067-7115
(40.208065012, -74.776732006)"
DAUPHIN,DOLGENCORP LLC,DOLLAR GENERAL STORE #6028,17112-2398,USA,22**6135,Cigarette/OTP Retail,02/28/2025,"600 N MOUNTAIN RD
LINGLESTOWN, PA 17112-2398
(40.332182013, -76.79244804)"
LAWRENCE,MEDURE AMUSEMENTS INC,FRATERNAL ORDER OF EAGLES #455,16101-4002,USA,37**0071,Cigarette Vending,02/28/2025,"321 S MILL ST
NEW CASTLE, PA 16101-4002
(40.99669301, -80.343807023)"
FULTON,PUFF N SNUFF INC,PUFF N SNUFF,17233-1207,USA,29**9087,Cigarette/OTP Retail,02/28/2025,"107 CRYSTAL DR
MC CONNELLSBURG, PA 17233-1207
(39.930131999, -77.990845031)"
YORK,CHR CORP,RUTTER'S #58,17301-8951,USA,70**9049,Cigarette/OTP Retail,02/28/2025,"7680 LINCOLN HWY
ABBOTTSTOWN, PA 17301-8951
(39.888395988, -76.97590703)"
ERIE,POPLAR STREET LAUNDRY LLC,POPLAR STREET LAUNDRY,16508-2653,USA,25**5530,Cigarette Retail,02/28/2025,"3625 POPLAR ST
ERIE, PA 16508-2653
(42.097217996, -80.083297975)"
PHILADELPHIA,JESSUP MINI MARKET INC,JESSUP MINI MARKET INC,19133-1404,USA,51**4180,Cigarette/OTP Retail,02/28/2025,"1118 W HUNTINGDON ST
PHILADELPHIA, PA 19133-1404
(39.991595992, -75.15027303)"
PHILADELPHIA,FAMOUS MINI MART INC,FAMOUS MINI MART INC,19147-2057,USA,51**9443,Cigarette/OTP Retail,02/28/2025,"808 SOUTH ST
PHILADELPHIA, PA 19147-2057
(39.942306001, -75.155853031)"
ALLEGHENY,GIANT EAGLE INC,GIANT EAGLE # 18,15116-1744,USA,70**3224,Cigarette/OTP Retail,02/28/2025,"1671 BUTLER PLANK RD
GLENSHAW, PA 15116-1744
(40.53766198, -79.965133006)"
ERIE,MATA BHAGO LLC,MATA BHAGO,16503-1956,USA,25**6392,Cigarette/OTP Retail,02/28/2025,"1725 PARADE ST
ERIE, PA 16503-1956
(42.122100011, -80.069100037)"
FAYETTE,STANDARD GAS LLC,BUZZYS MINI MART,15475,USA,26**6919,Cigarette/OTP Retail,02/28/2025,"116 REPUBLIC RD
REPUBLIC, PA 15475
(39.961581989, -79.877186976)"
SCHUYLKILL,SHEETZ INC,SHEETZ #410,17972-9708,USA,70**7270,Cigarette/OTP Retail,02/28/2025,"270 ROUTE 61 S
SCHUYLKILL HAVEN, PA 17972-9708
(40.641014995, -76.15958602)"
LAWRENCE,DOLGENCORP LLC,DOLLAR GENERAL STORE #17942,16101-6407,USA,37**6993,OTP Retail,02/28/2025,"4029 ELLWOOD RD
NEW CASTLE, PA 16101-6407
(40.924752015, -80.262595015)"
YORK,TH MINIT MARKETS LLC,TURKEY HILL MINIT MARKETS #108,17331-9654,USA,67**6722,Cigarette/OTP Retail,02/28/2025,"5 FUHRMAN MILL RD
HANOVER, PA 17331-9654
(39.753534016, -76.952021037)"
LACKAWANNA,409 LUCKY MART INC,409 LUCKY MART INC,18504,USA,35**6091,Cigarette/OTP Retail,02/28/2025,"409 N MAIN STREET
SCRANTON, PA 18504
(41.388999983, -75.702002)"
ALLEGHENY,AGAMABAANI INC,AGAMABAANI,15226-1014,USA,02**4096,Cigarette/OTP Retail,02/28/2025,"1347 W LIBERTY AVE
PITTSBURGH, PA 15226-1014
(40.410849988, -80.012713969)"
ALLEGHENY,REED GOALS LLC,BIG MIKES TAVERN & GRILL,15223-2123,USA,02**0019,Cigarette Vending,02/28/2025,"396 BUTLER ST
ETNA, PA 15223-2123
(40.497395988, -79.943628982)"
YORK,M & M GROCERIES INC,M & M GROCERIES INC,17401-1116,USA,67**6133,Cigarette/OTP Retail,02/28/2025,"139 N DUKE ST
YORK, PA 17401-1116
(39.965823987, -76.72629102)"
ADAMS,SHEETZ INC,SHEETZ #560,17325-7012,USA,70**7309,Cigarette/OTP Retail,02/28/2025,"1978 BALTIMORE PIKE
GETTYSBURG, PA 17325-7012
(39.799109986, -77.19926698)"
CHESTER,REDNERS MARKETS INC,REDNER S WAREHOUSE MARKETS #10,19363-1430,USA,70**1049,Cigarette/OTP Retail,02/28/2025,"459 N 3RD ST
OXFORD, PA 19363-1430
(39.794618669, -75.975453041)"
PHILADELPHIA,ULTIMATE VENDING INC,OZZIES TAVERN,19137-2044,USA,51**0012,Cigarette Vending,02/28/2025,"2678 LEFEVRE ST
PHILADELPHIA, PA 19137-2044
(40.000062007, -75.072337005)"
ALLEGHENY,ELYAJIZI AZZOUZ,AICHA STORE,15112-1181,USA,02**8975,OTP Retail,02/28/2025,"507 BESSEMER AVE
EAST PITTSBURGH, PA 15112-1181
(40.395346987, -79.841265995)"
LACKAWANNA,107-11 FOOD MART LLC,107-11 FOOD MART LLC,18420-9004,USA,35**1176,Cigarette Retail,02/28/2025,"2286 SR 107
FLEETVILLE, PA 18420-9004
(41.597940913, -75.713229703)"
BERKS,VARGAS WILFREDO A,FAMILIA VARGAS DELI AND GROCERY,19602-2419,USA,06**6431,Cigarette Retail,02/28/2025,"600 BINGAMAN ST
READING, PA 19602-2419
(40.329441421, -75.925970513)"
PHILADELPHIA,WAWA INC.,WAWA INC,19123,USA,51**3107,OTP Retail,02/28/2025,"SPRING GARDEN ST & N BEACH ST
PHILADELPHIA, PA 19123
(39.960290003, -75.138069985)"
MONTGOMERY,LITTI INC,LITTI INC,19464-5556,USA,46**6592,Cigarette Retail,02/28/2025,"269 BEECH ST
POTTSTOWN, PA 19464-5556
(40.249356835, -75.647389089)"
ALLEGHENY,SHEETZ INC,SHEETZ #824,15239-2726,USA,02**5137,Cigarette/OTP Retail,02/28/2025,"950 PRESQUE ISLE DR
PITTSBURGH, PA 15239-2726
(40.463267016, -79.705964979)"
COLUMBIA,NATHAN ROBERTS,MAIN STREET BREWS LLC,17815-1807,USA,19**2305,Cigarette/OTP Retail,02/28/2025,"124 E MAIN ST
BLOOMSBURG, PA 17815-1807
(41.003870015, -76.454430025)"
PHILADELPHIA,EXOTIC VIBES INC,EXOTIC VIBES,19149-1712,USA,51**2669,Cigarette/OTP Retail,02/28/2025,"7061 CASTOR AVE
PHILADELPHIA, PA 19149-1712
(40.047733998, -75.069079965)"
PHILADELPHIA,BUENO JOSELINA,BUENOS GROCERY,19120-1933,USA,51**8511,Cigarette Retail,02/28/2025,"5901 N MASCHER ST
PHILADELPHIA, PA 19120-1933
(40.04026501, -75.122457014)"
BUTLER,GIANT PENN LLC,GIANT 918,16059,USA,10**7660,Cigarette/OTP Retail,02/28/2025,"5051 ADAIR AVE
VALENCIA, PA 16059
(40.700326912, -79.93505325)"
MONROE,WAWA INC.,WAWA INC #112,18301,USA,70**2102,Cigarette/OTP Retail,02/28/2025,"PROSPECT & CENTER STS
E STROUDSBURG, PA 18301
(40.993880001, -75.176760012)"
FOREST,KARCUB LLC,BIG BUCKS BEER,16351-7912,USA,27**0055,Cigarette/OTP Retail,02/28/2025,"21101 ROUTE 62
TIDIOUTE, PA 16351-7912
(41.579188007, -79.402322992)"
BERKS,LIBERTY FIRE CO NO 1,LIBERTY FIRE COMPANY NO.1 OF SINKIN,19608-1339,USA,06**4234,Cigarette Retail,02/28/2025,"836 RUTH ST
SINKING SPRING, PA 19608-1339
(40.323966457, -76.02880709)"
WESTMORELAND,SRI KRISHNA ENTERPRISE LLC,NEW STANTON MARATHON,15672-9792,USA,65**5204,Cigarette/OTP Retail,02/28/2025,"104 S CENTER AVE
NEW STANTON, PA 15672-9792
(40.216402994, -79.607741982)"
ALLEGHENY,LIT CIGAR AND HOOKAH LOUNGE CORPORATION,LIT CIGAR AND HOOKAH LOUNGE CORPORATION,15206-4128,USA,02**5830,OTP Retail,02/28/2025,"6562 HAMILTON AVE
PITTSBURGH, PA 15206-4128
(40.458155076, -79.911578322)"
DELAWARE,GEETHA ENTERPRISES INC,GEETHA ENTERPRISES INC,19076-1611,USA,23**9283,OTP Retail,02/28/2025,"401 LINCOLN AVE
PROSPECT PARK, PA 19076-1611
(39.881067984, -75.304461995)"
NORTHAMPTON,INDIAN BAZAAR PA INC,INDIAN BAZAAR,18045-8336,USA,48**5898,OTP Retail,02/28/2025,"3601 NAZARETH RD
EASTON, PA 18045-8336
(40.70962498, -75.278152961)"
