County,Legal Name,Trade Name,Postal Code,Country,Account Code,License Type,Expiration Date,Address & Lat/Long
ERIE,ETTISON ECONOMICS LLC,1015 STATE,16501-1803,USA,25**6344,Cigarette Retail,02/29/2024,"1015 STATE ST
ERIE, PA 16501-1803
(42.12502, -80.08231)"
MONROE,AL & TP LLC,AL & TP LLC,18342-9800,USA,45**1222,Cigarette/OTP Retail,02/29/2024,"1099 ROUTE 390
MOUNTAINHOME, PA 18342-9800
(41.17814, -75.26947)"
DAUPHIN,BILL & CINDYS VALLEY GROCERY LLC,BILL &CINDY’S VALLEY GROCERY,17112-9241,USA,22**3241,OTP Retail,02/29/2024,"1610 FISHING CREEK VALLEY RD
HARRISBURG, PA 17112-9241
(40.36679, -76.8655)"
NORTHAMPTON,1 STOP MINI MART & SMOKE SHOP LLC,1 STOP MINI MART & SMOKE SHOP LLC,18020-5643,USA,48**6985,Cigarette/OTP Retail,02/29/2024,"2007 WILLOW PARK RD
BETHLEHEM, PA 18020-5643
(40.64409, -75.33237)"
TIOGA,PENNVAPE INC,PENNVAPE,16933-1405,USA,59**1870,Cigarette/OTP Retail,02/29/2024,"42 N MAIN ST
MANSFIELD, PA 16933-1405
(41.80812, -77.07849)"
NORTHAMPTON,TOBACCO HOUSE LLC,TOBACCO HOUSE LLC,18055-2505,USA,48**7673,Cigarette/OTP Retail,02/29/2024,"1838 LEITHSVILLE RD
HELLERTOWN, PA 18055-2505
(40.56454, -75.33871)"
CLARION,SHICK RANDY J,SHICKS GIFTS NOVELTIES & TOBACCO,16214-1129,USA,16**1612,OTP Retail,02/29/2024,"752 MAIN ST
CLARION, PA 16214-1129
(41.21262, -79.3803)"
COLUMBIA,SHEETZ INC,SHEETZ #769,17815-9770,USA,19**5006,Cigarette/OTP Retail,02/29/2024,"6 WEDGETOWN RD
BLOOMSBURG, PA 17815-9770
(41.00847, -76.48936)"
SOMERSET,NEW CENTRAL CITY ENTERPRISES INC,NEW CENTRAL CITY ENTERPRISES INC,15926-8300,USA,56**1575,Cigarette/OTP Retail,02/29/2024,"112 ROCK CUT RD
CENTRAL CITY, PA 15926-8300
(40.10602, -78.81733)"
BUCKS,KESHAVDAS CORP,KESHAVDAS CORP,19020-4641,USA,09**5165,Cigarette Retail,02/29/2024,"3510 BRISTOL PIKE
BENSALEM, PA 19020-4641
(40.08959, -74.9266)"
CUMBERLAND,EMPIRE TOBACCO SHOP LLC,EMPIRE TOBACCO SHOP LLC,17055-5677,USA,21**4397,Cigarette/OTP Retail,02/29/2024,"235 CUMBERLAND PKWY
MECHANICSBURG, PA 17055-5677
(40.19376, -76.98247)"
PHILADELPHIA,NEW LIFE GROCERY LLC,NEW LIFE GROCERY LLC,19120-1306,USA,51**8411,Cigarette/OTP Retail,02/29/2024,"5882 N 7TH ST
PHILADELPHIA, PA 19120-1306
(40.04176, -75.13304)"
LANCASTER,MAHADEVA DISTRIBUTORS LLC,MAHADEVA DISTRIBUTORS LLC,17022-8627,USA,36**3199,Cigarette/OTP Retail,02/29/2024,"62 HERSHEY RD
ELIZABETHTOWN, PA 17022-8627
(40.16668, -76.60705)"
SUSQUEHANNA,KIRTI LLC,KIRTI LLC CHECKERED EXPRESS,18844-7101,USA,58**5365,Cigarette/OTP Retail,02/29/2024,"3953 STATE ROUTE 29
SPRINGVILLE, PA 18844-7101
(41.69829, -75.91812)"
BERKS,BUS STOP SHOP AND DELI LLC,BUS STOP SHOP AND DELI LLC,19602-1145,USA,06**1571,Cigarette Retail,02/29/2024,"736 FRANKLIN ST
READING, PA 19602-1145
(40.33361, -75.92265)"
LYCOMING,SMOKE'S CONVENIENCE STORE LLC,@YOURCONVENIENCE1,17702-6937,USA,41**8446,Cigarette/OTP Retail,02/29/2024,"1900 RIVERSIDE DR
SOUTH WILLIAMSPORT, PA 17702-6937
(41.22685, -77.01821)"
NORTHAMPTON,A3 MART LLC,A3 MART LLC.,18064-2116,USA,48**4937,Cigarette/OTP Retail,02/29/2024,"7 S BROAD ST
NAZARETH, PA 18064-2116
(40.74213, -75.30925)"
PHILADELPHIA,NY 5 GROCERY LLC,NY 5 GROCERY LLC,19139-4106,USA,51**3463,Cigarette/OTP Retail,02/29/2024,"201 S 52ND ST
PHILADELPHIA, PA 19139-4106
(39.95682, -75.22554)"
ERIE,TK 5504 INC,TK 5504 INC,16509-2604,USA,25**4006,Cigarette/OTP Retail,02/29/2024,"5504 PEACH ST
ERIE, PA 16509-2604
(42.07378, -80.09367)"
DAUPHIN,THE GRACE FOOD MART LLC,THE GRACE FOOD MART LLC,17028-8903,USA,22**1515,Cigarette Retail,02/29/2024,"257 BOW CREEK RD
GRANTVILLE, PA 17028-8903
(40.37857, -76.65808)"
WASHINGTON,SUNVALLEY STORES LLC,SAVE A LOT/TEN MILE JUNCTION,15348-1015,USA,63**2277,Cigarette Retail,02/29/2024,"22 FRONT ST
MILLSBORO, PA 15348-1015
(39.98531, -80.00802)"
LEHIGH,SHREEJI MINI MART LLC,SHREEJI MINI MART LLC,18102,USA,39**8505,Cigarette/OTP Retail,02/29/2024,"348 N 4TH ST
ALLENTOWN, PA 18102
(40.60945, -75.46803)"
MONTGOMERY,OM ADIDEV CORPORATION,7-ELEVEN STORE #11416F,19401-1332,USA,46**3101,Cigarette Retail,02/29/2024,"226 W GERMANTOWN PIKE
NORRISTOWN, PA 19401-1332
(40.14689, -75.32567)"
MONTGOMERY,OM ADIDEV CORPORATION,7-ELEVEN STORE #11416F,19401-1332,USA,46**3299,OTP Retail,02/29/2024,"226 W GERMANTOWN PIKE
NORRISTOWN, PA 19401-1332
(40.14689, -75.32567)"
LEHIGH,LITE DISTRIBUTION LLC,LITE DISTRIBUTION LLC,18102-2669,USA,39**8484,OTP Wholesaler,02/29/2024,"1249 W LIBERTY ST
ALLENTOWN, PA 18102-2669
(40.60593, -75.48695)"
BERKS,K & A RETAIL LLC,K & A RETAIL LLC,19601-2803,USA,06**8761,Cigarette/OTP Retail,02/29/2024,"450 CENTRE AVE
READING, PA 19601-2803
(40.34295, -75.92781)"
BUCKS,BRISTOL FOOD AND FUEL INC,BRISTOL FOOD AND FUEL INC,19007-3708,USA,09**5096,Cigarette/OTP Retail,02/29/2024,"455 BRISTOL PIKE
BRISTOL, PA 19007-3708
(40.10499, -74.86034)"
LACKAWANNA,SIDHUS INCORPORATED,ARCHBALD GAS N GO,18403-1713,USA,35**5509,Cigarette/OTP Retail,02/29/2024,"99 S MAIN ST
ARCHBALD, PA 18403-1713
(41.48397, -75.56135)"
LANCASTER,KAMUBA LLC,KAMUBA LLC,17603-3752,USA,36**3660,Cigarette Retail,02/29/2024,"450 W ORANGE ST
LANCASTER, PA 17603-3752
(40.03859, -76.31485)"
LEHIGH,BAPA 003 LLC,BAPA 003 LLC,18103-3241,USA,39**8644,Cigarette/OTP Retail,02/29/2024,"802 S 8TH ST
ALLENTOWN, PA 18103-3241
(40.5918, -75.46915)"
UNKNOWN/OUT OF STATE,TRI-STATE DISTRIBUTION INC,WV,25601-3329,USA,99**8562,OTP Wholesaler,02/29/2024,"614 MAIN AVE
LOGAN, WV 25601-3329
(37.8602, -81.98998)"
DAUPHIN,SARU GROCERY LLC,SARU GROCERY,17111-5228,USA,22**3698,Cigarette/OTP Retail,02/29/2024,"7400 DERRY ST
HARRISBURG, PA 17111-5228
(40.26573, -76.75944)"
LEHIGH,EGYPT SMOKE SHOP LLC,4015 S CHURCH ST,18052,USA,39**7969,Cigarette Retail,02/29/2024,"4015 S CHURCH ST
WHITEHALL, PA 18052"
MONTGOMERY,HARE KRISHNA 1 LLC,HARE KRISHNA 1 LLC,19468-1828,USA,46**4464,Cigarette/OTP Retail,02/29/2024,"301 S LEWIS RD
ROYERSFORD, PA 19468-1828
(40.18839, -75.52893)"
CHESTER,MIPAME LLC,LAMB BEVERAGE,19320-3351,USA,15**0013,Cigarette Retail,02/29/2024,"35 N 9TH AVE
COATESVILLE, PA 19320-3351
(39.9868, -75.8067)"
PHILADELPHIA,JESSUP MINI MARKET INC,JESSUP MINI MARKET INC,19133-1404,USA,51**4180,Cigarette/OTP Retail,02/29/2024,"1118 W HUNTINGDON ST
PHILADELPHIA, PA 19133-1404
(39.99175, -75.15022)"
CLARION,SHICK RANDY J,SHICKS GIFTS NOVELTIES & TOBACCO,16214-1129,USA,16**0531,Cigarette/OTP Retail,02/29/2024,"752 MAIN ST
CLARION, PA 16214-1129
(41.21262, -79.3803)"
BUCKS,ARAR CROYDON LLC,ARAR CROYDON,19021-5407,USA,09**2466,Cigarette/OTP Retail,02/29/2024,"399 BRISTOL PIKE
CROYDON, PA 19021-5407
(40.09376, -74.91061)"
DAUPHIN,CANARIO MINI MARKET LLC,CANARIO MINI MARKET LLC,17103-2562,USA,22**7479,Cigarette/OTP Retail,02/29/2024,"26 N 19TH ST
HARRISBURG, PA 17103-2562
(40.26897, -76.86159)"
BERKS,REDNERS MARKETS INC,REDNER'S #74 QUICK STOP,19605-9283,USA,06**9867,Cigarette/OTP Retail,02/29/2024,"8381 ALLENTOWN PIKE
READING, PA 19605-9283
(40.44813, -75.89866)"
WASHINGTON,MON CITY SMOKE & CONVENIENCE,MON CITY SMOKE & CONVENIENCE,15063-2408,USA,63**2158,Cigarette Retail,02/29/2024,"212 W MAIN ST
MONONGAHELA, PA 15063-2408
(40.2017, -79.92453)"
PHILADELPHIA,AJH CONVENIENCE STORE LLC,AJH CONVENIENCE STORE LLC,19147-6335,USA,51**1484,Cigarette/OTP Retail,02/29/2024,"1525 S 11TH ST
PHILADELPHIA, PA 19147-6335
(39.93014, -75.16304)"
CLINTON,SHREE MAHALAXMI 1 LLC,SHREE MAHALAXMI 1 LLC,17745-3608,USA,18**7555,Cigarette/OTP Retail,02/29/2024,"200 S HANNA ST
LOCK HAVEN, PA 17745-3608
(41.12988, -77.43632)"
WESTMORELAND,NEW PENN BEER DISTRIBUTOR LLC,STORE,15626-7200,USA,65**9759,Cigarette/OTP Retail,02/29/2024,"2314 WHEATLAND CIR
DELMONT, PA 15626-7200
(40.40591, -79.59484)"
PHILADELPHIA,RANJU ENTERPRISES INC,RANJU ENTERPRISES INC,19152-3308,USA,51**2025,Cigarette/OTP Retail,02/29/2024,"2210 RHAWN ST
PHILADELPHIA, PA 19152-3308
(40.05964, -75.05219)"
PHILADELPHIA,LIN JIANFENG,SUPER KITCHEN 19TH ST RESTAURANT,19146-4654,USA,51**7099,Cigarette/OTP Retail,02/29/2024,"1415 S 19TH ST
PHILADELPHIA, PA 19146-4654
(39.9335, -75.1759)"
LANCASTER,KAMUBA LLC,KAMUBA LLC,17603-3752,USA,36**4242,OTP Retail,02/29/2024,"450 W ORANGE ST
LANCASTER, PA 17603-3752
(40.03859, -76.31485)"
BUCKS,KESHAVDAS CORP,KESHAVDAS CORP,19020-4641,USA,09**5173,OTP Retail,02/29/2024,"3510 BRISTOL PIKE
BENSALEM, PA 19020-4641
(40.08959, -74.9266)"
DAUPHIN,THE GRACE FOOD MART LLC,THE GRACE FOOD MART LLC,17028-8903,USA,22**7229,OTP Retail,02/29/2024,"257 BOW CREEK RD
GRANTVILLE, PA 17028-8903
(40.37857, -76.65808)"
LACKAWANNA,JAI KHODIYAR LLC,JAI KHODIYAR LLC,18504-2564,USA,35**8795,Cigarette/OTP Retail,02/29/2024,"349 S MAIN AVE
SCRANTON, PA 18504-2564
(41.40852, -75.68408)"
DAUPHIN,NANAS FOOD SERVICE LLC,NANAS FOOD SERVICES LLC,17110-2401,USA,22**4565,Cigarette Retail,02/29/2024,"2126 N 6TH ST
HARRISBURG, PA 17110-2401
(40.2812, -76.89075)"
ALLEGHENY,DANTE CLUB LLC,CLUB,15239-1317,USA,02**9537,OTP Retail,02/29/2024,"305 UNITY CENTER RD
PLUM, PA 15239-1317
(40.48972, -79.77949)"
WESTMORELAND,DIDI ENTERPRISE LLC,YUKON MARKET,15698-9811,USA,65**0972,Cigarette/OTP Retail,02/29/2024,"120 HIGHWAY ST
YUKON, PA 15698-9811
(40.21385, -79.68227)"
UNKNOWN/OUT OF STATE,KAIVAL BRANDS INNOVATIONS GROUP INC.,MAIN,32949-8236,USA,99**8270,OTP Wholesaler,02/29/2024,"4460 OLD DIXIE HWY
GRANT VALKARIA, FL 32949-8236
(27.94665, -80.53586)"
BERKS,RODRIGUEZ LUIS J,SOFIA GROCERY,19601-3619,USA,06**2070,Cigarette/OTP Retail,02/29/2024,"808 WALNUT ST
READING, PA 19601-3619
(40.33835, -75.92148)"
CENTRE,GRAB N GO 2 LLC,GRAB N GO 2 LLC,16801-5308,USA,14**2111,Cigarette/OTP Retail,02/29/2024,"401 S PUGH ST
STATE COLLEGE, PA 16801-5308
(40.79274, -77.85609)"
NORTHUMBERLAND,AGAM RETAIL LLC,AGAM RETAIL LLC,17872,USA,49**1326,Cigarette/OTP Retail,02/29/2024,"517 E SUNBURY ST
SHAMOKIN, PA 17872
(40.79312, -76.55083)"
DAUPHIN,RGS MARKET LLC,RGS MARKET LLC,17112-2676,USA,22**9392,Cigarette Retail,02/29/2024,"6000 JONESTOWN RD
HARRISBURG, PA 17112-2676
(40.31915, -76.78763)"
DAUPHIN,RK SMOKE SHOP LLC,RK SMOKE SHOP LLC,17034-1019,USA,22**2123,Cigarette/OTP Retail,02/29/2024,"80 2ND ST
HIGHSPIRE, PA 17034-1019
(40.21066, -76.79454)"
BERKS,KANICAJOT LLC,MARATHON CONVENIENCE STORE,19526-8100,USA,06**1965,Cigarette Retail,02/29/2024,"16617 POTTSVILLE PIKE
HAMBURG, PA 19526-8100
(40.53808, -75.97638)"
SNYDER,HERMAN JEFFREY E,HOBO GOLD,17842-7706,USA,55**7033,Cigarette Retail,02/29/2024,"73 STUMPS RUN ALY
MIDDLEBURG, PA 17842-7706
(40.79405, -77.04594)"
MONROE,SHREE GANESHA 5684 LLC,SHREE GANESHA 5684 LLC,18610,USA,45**2553,Cigarette/OTP Retail,02/29/2024,"5684 ROUTE 115
BLAKESLEE, PA 18610
(41.09336, -75.59337)"
PHILADELPHIA,REYNOSO MINI MARKET INC,REYNOSO MINI MARKET INC,19120-2544,USA,51**1917,OTP Retail,02/29/2024,"351 E OLNEY AVE
PHILADELPHIA, PA 19120-2544
(40.0347, -75.1149)"
CARBON,JV MART LLC,JV MART,18235-5506,USA,13**2042,Cigarette/OTP Retail,02/29/2024,"7605 INTERCHANGE RD
LEHIGHTON, PA 18235-5506
(40.86994, -75.57292)"
BERKS,KEYANJIYAN INC,KEYANJIYAN INC,19605-2461,USA,06**0334,Cigarette/OTP Retail,02/29/2024,"2934 N 5TH STREET HWY
READING, PA 19605-2461
(40.3786, -75.92721)"
PHILADELPHIA,REYNOSO MINI MARKET INC,REYNOSO MINI MARKET INC,19120-2544,USA,51**1889,Cigarette Retail,02/29/2024,"351 E OLNEY AVE
PHILADELPHIA, PA 19120-2544
(40.0347, -75.1149)"
LEHIGH,EGYPT SMOKE SHOP LLC,4015 S CHURCH ST,18052,USA,39**0513,OTP Retail,02/29/2024,"4015 S CHURCH ST
WHITEHALL, PA 18052"
SUSQUEHANNA,HALLSTEAD TOBACCO LLC,HALLSTEAD TOBACCO LLC,18822-8820,USA,58**3493,Cigarette/OTP Retail,02/29/2024,"702 MAIN ST
HALLSTEAD, PA 18822-8820
(41.96224, -75.74273)"
DELAWARE,GANESH FOOD MART LLC,PANTRY 1 FOOD MART,19022-1222,USA,23**9225,Cigarette/OTP Retail,02/29/2024,"609 CHESTER PIKE
CRUM LYNNE, PA 19022-1222
(39.87054, -75.33298)"
PHILADELPHIA,OSCAR GROCERY I INC,OSCAR GROCERY I INC,19141-1344,USA,51**6790,Cigarette/OTP Retail,02/29/2024,"6052 OGONTZ AVE
PHILADELPHIA, PA 19141-1344
(40.04771, -75.15099)"
MONTGOMERY,REDNERS MARKETS INC,REDNER'S #82 GAS BOOTH,19464-2300,USA,46**1390,Cigarette/OTP Retail,02/29/2024,"1258 N CHARLOTTE ST
POTTSTOWN, PA 19464-2300
(40.26436, -75.62882)"
ALLEGHENY,HENGORAWLLC,HENGORAW LLC,15206-1217,USA,02**8597,Cigarette Wholesaler,02/29/2024,"7157 CHURCHLAND ST
PITTSBURGH, PA 15206-1217
(40.47018, -79.89522)"
SCHUYLKILL,DEIBLER HANS,MULLIGANS,17976-2341,USA,54**8232,Cigarette Vending,02/29/2024,"316 S MAIN ST
SHENANDOAH, PA 17976-2341
(40.81714, -76.20031)"
WASHINGTON,1781 CLUB LLC,1781 CLUB,15332-9725,USA,63**2628,OTP Retail,02/29/2024,"681 CHURCH HILL RD
FINLEYVILLE, PA 15332-9725
(40.27603399, -80.047468022)"
WESTMORELAND,GREEN STAR TRADING COMPANY,GREEN STAR TRADING/BEER BETS & BUTTS,15601-9014,USA,65**4002,Cigarette/OTP Retail,02/29/2024,"21 CARRIAGE RD
GREENSBURG, PA 15601-9014
(40.274082013, -79.481421001)"
BUCKS,DOYLESTOWN FOOD MART INC,DOYLESTOWN FOOD MART,18901-3405,USA,09**0002,Cigarette/OTP Retail,02/29/2024,"539 N MAIN ST
DOYLESTOWN, PA 18901-3405
(40.32191, -75.13071)"
MONTGOMERY,K & S WINGS TO GO INC,K & S WINGS TO GO INC,19090-3122,USA,46**0168,Cigarette/OTP Retail,02/29/2024,"413 W MORELAND RD
WILLOW GROVE, PA 19090-3122
(40.14455, -75.12239)"
LAWRENCE,BANAN INC,BANAN INC,16101-2419,USA,37**6012,Cigarette Retail,02/29/2024,"509 HIGHLAND AVE
NEW CASTLE, PA 16101-2419
(41.00684, -80.34209)"
BERKS,BEER MERCHANT LLC,BUY RITE BEER,19543-9103,USA,06**7102,Cigarette/OTP Retail,02/29/2024,"110 MOREVIEW BLVD
MORGANTOWN, PA 19543-9103
(40.15253, -75.89566)"
WASHINGTON,GRAHAMBOYS IV LLC,MINTEERS MARKET,15323-2398,USA,63**5587,Cigarette/OTP Retail,02/29/2024,"211 MAIN ST
CLAYSVILLE, PA 15323-2398
(40.11728, -80.41217)"
MONTGOMERY,SJM FUELS LLC,SJM FUELS LLC,19010-3804,USA,46**5558,Cigarette Retail,02/29/2024,"596 W LANCASTER AVE
BRYN MAWR, PA 19010-3804
(40.01766, -75.31117)"
PIKE,DOLGENCORP LLC,DOLLAR GENERAL STORE #24042,18337-9676,USA,52**2463,Cigarette/OTP Retail,02/29/2024,"1218 ROUTE 739
MILFORD, PA 18337-9676
(41.303687315, -74.972886984)"
LUZERNE,PATEL GAURANG,MOUNTAINTOP BEVERAGE 309 LLC,18707-1122,USA,40**2164,OTP Retail,02/29/2024,"75 S MOUNTAIN BLVD
MOUNTAIN TOP, PA 18707-1122
(41.157994019, -75.89007397)"
PHILADELPHIA,O & C DELI GROCERY INC,O &  C DELI GROCERY INC,19140-4308,USA,51**6948,Cigarette/OTP Retail,02/29/2024,"3601 N 11TH ST
PHILADELPHIA, PA 19140-4308
(40.007044007, -75.146024998)"
PHILADELPHIA,WAWA INC.,WAWA,19102,USA,51**3380,Cigarette Retail,02/29/2024,"15TH ST & LOCUST ST
PHILADELPHIA, PA 19102"
PHILADELPHIA,COTTMAN SMOKE SHOP INC,COTTMAN SMOKE SHOPE,19149-1422,USA,51**3325,Cigarette/OTP Retail,02/29/2024,"2842 COTTMAN AVE
PHILADELPHIA, PA 19149-1422
(40.04339, -75.05243)"
DELAWARE,RAMOCO MARKETING GROUP LLC,67401-CLIFTON HEIGHTS FUELS,19018-2202,USA,23**8057,Cigarette/OTP Retail,02/29/2024,"134 W BALTIMORE AVE
CLIFTON HEIGHTS, PA 19018-2202
(39.92824, -75.29995)"
PHILADELPHIA,8 BROTHERS SHOP & SAVE SUPERMARKETS INC,8 BROTHERS SHOP & SAVE SUPERMARKET INC,19145-1227,USA,51**1642,Cigarette/OTP Retail,02/29/2024,"2639 TASKER ST
PHILADELPHIA, PA 19145-1227
(39.93316, -75.18944)"
BUCKS,VAPORTIMME INC,CBDTIMME,18938-1351,USA,09**7523,OTP Retail,02/29/2024,"15 W FERRY ST
NEW HOPE, PA 18938-1351
(40.36322, -74.95171)"
CUMBERLAND,CARLISLE FUEL STOP LLC,CARLISLE FUEL STOP LLC,17015-7657,USA,21**7372,Cigarette/OTP Retail,02/29/2024,"1550 HARRISBURG PIKE
CARLISLE, PA 17015-7657
(40.23337, -77.12291)"
BUCKS,NEW HOPE MOBIL INC,350 WEST BRIDGE ST,18938-1431,USA,09**8850,Cigarette Retail,02/29/2024,"350 W BRIDGE ST
NEW HOPE, PA 18938-1431
(40.36286, -74.96697)"
DAUPHIN,SARA FOOD MARKET LLC,SARA FOOD MARKET LLC,17104-1305,USA,22**6185,Cigarette/OTP Retail,02/29/2024,"152 S 19TH ST
HARRISBURG, PA 17104-1305
(40.26638, -76.86033)"
ALLEGHENY,NY DELI & GROCERY LLC,STORE,15201-2425,USA,02**7789,Cigarette/OTP Retail,02/29/2024,"601 52ND ST
PITTSBURGH, PA 15201-2425
(40.4787, -79.95206)"
PHILADELPHIA,QUICK STOP 3 INC,QUICK STOP 3 INC,19134-2415,USA,51**6147,OTP Retail,02/29/2024,"3001 KENSINGTON AVE
PHILADELPHIA, PA 19134-2415
(39.99386, -75.11812)"
